Iteration,t_k,gradnorm,objective,time
77,0.000004,209.101734,382.964991,0.245014
78,0.000004,205.319331,373.822432,0.248036
79,0.000004,201.564762,364.844629,0.251173
80,0.000004,197.839842,356.033300,0.254258
81,0.000004,194.146362,347.389914,0.257346
82,0.000004,190.486093,338.915697,0.260377
83,0.000004,186.860778,330.611631,0.263435
84,0.000004,183.272140,322.478466,0.266757
85,0.000004,179.721873,314.516722,0.269925
86,0.000004,176.211643,306.726692,0.272991
87,0.000004,172.743088,299.108454,0.276049
88,0.000004,169.317816,291.661872,0.279477
89,0.000004,165.937400,284.386606,0.282783
90,0.000004,162.603383,277.282116,0.285929
91,0.000004,159.317269,270.347669,0.289128
92,0.000004,156.080526,263.582350,0.292482
93,0.000004,152.894581,256.985064,0.295756
94,0.000004,149.760819,250.554544,0.298905
95,0.000004,146.680582,244.289363,0.302009
96,0.000004,143.655162,238.187936,0.305498
97,0.000004,140.685803,232.248533,0.308683
98,0.000004,137.773694,226.469280,0.311729
99,0.000004,134.919970,220.848172,0.314749
100,0.000004,132.125705,215.383081,0.318363
101,0.000004,129.391909,210.071759,0.321488
102,0.000004,126.719525,204.911851,0.324522
103,0.000004,124.109426,199.900900,0.327541
104,0.000004,121.562408,195.036354,0.331377
105,0.000004,119.079189,190.315577,0.334706
106,0.000004,116.660401,185.735852,0.337895
107,0.000004,114.306589,181.294393,0.341009
108,0.000004,112.018203,176.988349,0.344340
109,0.000004,109.795597,172.814814,0.347403
110,0.000004,107.639020,168.770830,0.350438
111,0.000004,105.548618,164.853401,0.353454
112,0.000004,103.524421,161.059492,0.357041
113,0.000004,101.566349,157.386040,0.360182
114,0.000004,99.674201,153.829961,0.363238
115,0.000004,97.847655,150.388156,0.366248
116,0.000004,96.086263,147.057513,0.369499
117,0.000004,94.389456,143.834919,0.372644
118,0.000004,92.756533,140.717263,0.375687
119,0.000004,91.186668,137.701441,0.378777
120,0.000004,89.678908,134.784362,0.381926
121,0.000004,88.232175,131.962953,0.385148
122,0.000004,86.845268,129.234164,0.388249
123,0.000004,85.516867,126.594973,0.391278
124,0.000004,84.245537,124.042389,0.394427
125,0.000004,83.029734,121.573458,0.397844
126,0.000004,81.867812,119.185266,0.401146
127,0.000004,80.758030,116.874942,0.404215
128,0.000004,79.698561,114.639663,0.407426
129,0.000004,78.687498,112.476655,0.410660
130,0.000004,77.722871,110.383200,0.413724
131,0.000004,76.802648,108.356633,0.416748
132,0.000004,75.924753,106.394348,0.419955
133,0.000004,75.087073,104.493802,0.423198
134,0.000004,74.287471,102.652513,0.426248
135,0.000004,73.523796,100.868062,0.429265
136,0.000004,72.793894,99.138099,0.432522
137,0.000004,72.095618,97.460339,0.436033
138,0.000004,71.426840,95.832567,0.439158
139,0.000004,70.785458,94.252637,0.442181
140,0.000004,70.169406,92.718472,0.445268
141,0.000004,69.576663,91.228066,0.448522
142,0.000004,69.005259,89.779486,0.451689
143,0.000004,68.453286,88.370865,0.454709
144,0.000004,67.918896,87.000413,0.457757
145,0.000004,67.400314,85.666405,0.461084
146,0.000004,66.895840,84.367190,0.464175
147,0.000004,66.403850,83.101186,0.467284
148,0.000004,65.922803,81.866878,0.470303
149,0.000004,65.451241,80.662821,0.473794
150,0.000004,64.987791,79.487637,0.477004
151,0.000004,64.531164,78.340013,0.480068
152,0.000004,64.080161,77.218702,0.483079
153,0.000004,63.633666,76.122519,0.486442
154,0.000004,63.190651,75.050344,0.489528
155,0.000004,62.750171,74.001113,0.492647
156,0.000004,62.311366,72.973826,0.495663
157,0.000004,61.873457,71.967536,0.498975
158,0.000004,61.435744,70.981353,0.502113
159,0.000004,60.997605,70.014442,0.505161
160,0.000004,60.558494,69.066019,0.508292
161,0.000004,60.117937,68.135349,0.511565
162,0.000004,59.675529,67.221745,0.514680
163,0.000004,59.230935,66.324570,0.517738
164,0.000004,58.783881,65.443225,0.520752
165,0.000004,58.334156,64.577157,0.523892
166,0.000004,57.881608,63.725853,0.527037
167,0.000004,57.426138,62.888837,0.530069
168,0.000004,56.967703,62.065669,0.533093
169,0.000004,56.506306,61.255945,0.536265
170,0.000004,56.041998,60.459290,0.539642
171,0.000004,55.574874,59.675363,0.542773
172,0.000004,55.105069,58.903847,0.545794
173,0.000004,54.632755,58.144457,0.548807
174,0.000004,54.158140,57.396926,0.552274
175,0.000004,53.681463,56.661016,0.555461
176,0.000004,53.202993,55.936505,0.558616
177,0.000004,52.723024,55.223194,0.561646
178,0.000004,52.241877,54.520899,0.565038
179,0.000004,51.759891,53.829454,0.568280
180,0.000004,51.277425,53.148706,0.571323
181,0.000004,50.794853,52.478516,0.574364
182,0.000004,50.312565,51.818756,0.577616
183,0.000004,49.830960,51.169308,0.580738
184,0.000004,49.350446,50.530063,0.583804
185,0.000004,48.871439,49.900921,0.586841
186,0.000004,48.394356,49.281785,0.590290
187,0.000004,47.919619,48.672568,0.593368
188,0.000004,47.447648,48.073184,0.596435
189,0.000004,46.978861,47.483551,0.599455
190,0.000004,46.513672,46.903590,0.602523
191,0.000004,46.052487,46.333224,0.605627
192,0.000004,45.595705,45.772375,0.608679
193,0.000004,45.143714,45.220967,0.611702
194,0.000004,44.696888,44.678922,0.614896
195,0.000004,44.255590,44.146163,0.618030
196,0.000004,43.820166,43.622610,0.621080
197,0.000004,43.390945,43.108179,0.624120
198,0.000004,42.968235,42.602788,0.627270
199,0.000004,42.552327,42.106349,0.630920
200,0.000004,42.143490,41.618772,0.634267
201,0.000004,41.741968,41.139962,0.637439
202,0.000004,41.347985,40.669823,0.640638
203,0.000004,40.961738,40.208255,0.643762
204,0.000004,40.583400,39.755151,0.646884
205,0.000004,40.213116,39.310405,0.650093
206,0.000004,39.851008,38.873904,0.653219
207,0.000004,39.497168,38.445532,0.656715
208,0.000004,39.151664,38.025169,0.659823
209,0.000004,38.814535,37.612693,0.662947
210,0.000004,38.485795,37.207976,0.666001
211,0.000004,38.165429,36.810889,0.669368
212,0.000004,37.853398,36.421298,0.672671
213,0.000004,37.549638,36.039067,0.675708
214,0.000004,37.254058,35.664057,0.678797
215,0.000004,36.966547,35.296128,0.682051
216,0.000004,36.686967,34.935135,0.685261
217,0.000004,36.415163,34.580933,0.688315
218,0.000004,36.150954,34.233375,0.691499
219,0.000004,35.894146,33.892312,0.694847
220,0.000004,35.644524,33.557594,0.697918
221,0.000004,35.401858,33.229072,0.700976
222,0.000004,35.165903,32.906593,0.704042
223,0.000004,34.936403,32.590007,0.707524
224,0.000004,34.713089,32.279164,0.710644
225,0.000004,34.495683,31.973911,0.713679
226,0.000004,34.283901,31.674099,0.716696
227,0.000004,34.077452,31.379579,0.720238
228,0.000004,33.876040,31.090203,0.723456
229,0.000004,33.679367,30.805825,0.726486
230,0.000004,33.487135,30.526299,0.729505
231,0.000004,33.299045,30.251485,0.732568
232,0.000004,33.114800,29.981240,0.735653
233,0.000004,32.934108,29.715428,0.738686
234,0.000004,32.756680,29.453912,0.741712
235,0.000004,32.582234,29.196561,0.744960
236,0.000004,32.410496,28.943245,0.748152
237,0.000004,32.241197,28.693838,0.751212
238,0.000004,32.074081,28.448217,0.754216
239,0.000004,31.908901,28.206262,0.757449
240,0.000004,31.745418,27.967858,0.760670
241,0.000004,31.583409,27.732892,0.763813
242,0.000004,31.422660,27.501256,0.766836
243,0.000004,31.262971,27.272845,0.769934
244,0.000004,31.104155,27.047559,0.773115
245,0.000004,30.946037,26.825300,0.776307
246,0.000004,30.788458,26.605975,0.779345
247,0.000004,30.631271,26.389496,0.782431
248,0.000004,30.474342,26.175776,0.785901
249,0.000004,30.317554,25.964736,0.789106
250,0.000004,30.160800,25.756296,0.792195
251,0.000004,30.003989,25.550385,0.795248
252,0.000004,29.847043,25.346930,0.798357
253,0.000004,29.689896,25.145868,0.801695
254,0.000004,29.532496,24.947133,0.804801
255,0.000004,29.374802,24.750669,0.807849
256,0.000004,29.216787,24.556418,0.810898
257,0.000004,29.058433,24.364328,0.813953
258,0.000004,28.899735,24.174350,0.816996
259,0.000004,28.740697,23.986438,0.820012
260,0.000004,28.581335,23.800548,0.823048
261,0.000004,28.421672,23.616640,0.826059
262,0.000004,28.261740,23.434676,0.829095
263,0.000004,28.101580,23.254620,0.832126
264,0.000004,27.941240,23.076440,0.835219
265,0.000004,27.780774,22.900105,0.838294
266,0.000004,27.620243,22.725587,0.841457
267,0.000004,27.459712,22.552859,0.844554
268,0.000004,27.299253,22.381896,0.847601
269,0.000004,27.138939,22.212675,0.850661
270,0.000004,26.978847,22.045175,0.853786
271,0.000004,26.819059,21.879376,0.856836
272,0.000004,26.659655,21.715259,0.859875
273,0.000004,26.500718,21.552806,0.862933
274,0.000004,26.342333,21.392001,0.865974
275,0.000004,26.184582,21.232828,0.869119
276,0.000004,26.027548,21.075273,0.872249
277,0.000004,25.871312,20.919321,0.875423
278,0.000004,25.715954,20.764959,0.878507
279,0.000004,25.561550,20.612174,0.881903
280,0.000004,25.408173,20.460953,0.885046
281,0.000004,25.255895,20.311285,0.888090
282,0.000004,25.104780,20.163156,0.891110
283,0.000004,24.954892,20.016556,0.894209
284,0.000004,24.806287,19.871473,0.897323
285,0.000004,24.659017,19.727895,0.900435
286,0.000004,24.513129,19.585810,0.903528
287,0.000004,24.368664,19.445207,0.906692
288,0.000004,24.225657,19.306074,0.909817
289,0.000004,24.084137,19.168399,0.912940
290,0.000004,23.944127,19.032170,0.916015
291,0.000004,23.805644,18.897376,0.919204
292,0.000004,23.668697,18.764002,0.922294
293,0.000004,23.533292,18.632038,0.925371
294,0.000004,23.399426,18.501470,0.928451
295,0.000004,23.267091,18.372286,0.931616
296,0.000004,23.136274,18.244472,0.934727
297,0.000004,23.006954,18.118015,0.937781
298,0.000004,22.879106,17.992901,0.940839
299,0.000004,22.752699,17.869118,0.943883
300,0.000004,22.627698,17.746651,0.946988
301,0.000004,22.504062,17.625486,0.950047
302,0.000004,22.381747,17.505610,0.953109
303,0.000004,22.260703,17.387009,0.956159
304,0.000004,22.140880,17.269668,0.959253
305,0.000004,22.022220,17.153574,0.962309
306,0.000004,21.904667,17.038714,0.965347
307,0.000004,21.788160,16.925072,0.968398
308,0.000004,21.672637,16.812636,0.971547
309,0.000004,21.558034,16.701391,0.974630
310,0.000004,21.444287,16.591326,0.977683
311,0.000004,21.331331,16.482425,0.980732
312,0.000004,21.219102,16.374677,0.984102
313,0.000004,21.107535,16.268070,0.987307
314,0.000004,20.996568,16.162589,0.990323
315,0.000004,20.886138,16.058225,0.993332
316,0.000004,20.776185,15.954965,0.996397
317,0.000004,20.666653,15.852797,0.999423
318,0.000004,20.557486,15.751712,1.002719
319,0.000004,20.448632,15.651699,1.005933
320,0.000004,20.340044,15.552748,1.009012
321,0.000004,20.231676,15.454849,1.012143
322,0.000004,20.123488,15.357993,1.015275
323,0.000004,20.015444,15.262173,1.018328
324,0.000004,19.907511,15.167379,1.021366
325,0.000004,19.799664,15.073605,1.024431
326,0.000004,19.691881,14.980843,1.027482
327,0.000004,19.584146,14.889087,1.030499
328,0.000004,19.476446,14.798331,1.033549
329,0.000004,19.368778,14.708569,1.036670
330,0.000004,19.261140,14.619796,1.039697
331,0.000004,19.153539,14.532006,1.042729
332,0.000004,19.045985,14.445197,1.045765
333,0.000004,18.938496,14.359363,1.048909
334,0.000004,18.831094,14.274501,1.051939
335,0.000004,18.723808,14.190608,1.054961
336,0.000004,18.616670,14.107680,1.058002
337,0.000004,18.509720,14.025716,1.061050
338,0.000004,18.403002,13.944712,1.064075
339,0.000004,18.296564,13.864666,1.067094
340,0.000004,18.190461,13.785576,1.070111
341,0.000004,18.084750,13.707440,1.073280
342,0.000004,17.979494,13.630256,1.076431
343,0.000004,17.874760,13.554022,1.079494
344,0.000004,17.770616,13.478736,1.082537
345,0.000004,17.667137,13.404396,1.085597
346,0.000004,17.564399,13.331000,1.088673
347,0.000004,17.462479,13.258545,1.091767
348,0.000004,17.361460,13.187030,1.094856
349,0.000004,17.261422,13.116452,1.097942
350,0.000004,17.162450,13.046807,1.101115
351,0.000004,17.064628,12.978094,1.104198
352,0.000004,16.968040,12.910307,1.107281
353,0.000004,16.872772,12.843444,1.110354
354,0.000004,16.778905,12.777500,1.113485
355,0.000004,16.686523,12.712470,1.116587
356,0.000004,16.595707,12.648350,1.119643
357,0.000004,16.506535,12.585133,1.122697
358,0.000004,16.419083,12.522813,1.125846
359,0.000004,16.333423,12.461383,1.128912
360,0.000004,16.249624,12.400837,1.132045
361,0.000004,16.167751,12.341165,1.135161
362,0.000004,16.087864,12.282360,1.138190
363,0.000004,16.010018,12.224412,1.141239
364,0.000004,15.934264,12.167312,1.144249
365,0.000004,15.860643,12.111048,1.147269
366,0.000004,15.789196,12.055610,1.150283
367,0.000004,15.719952,12.000986,1.153326
368,0.000004,15.652935,11.947164,1.156501
369,0.000004,15.588165,11.894130,1.159572
370,0.000004,15.525650,11.841870,1.162589
371,0.000004,15.465393,11.790371,1.165648
372,0.000004,15.407390,11.739616,1.168704
373,0.000004,15.351629,11.689591,1.171845
374,0.000004,15.298090,11.640280,1.175723
375,0.000004,15.246745,11.591665,1.179453
376,0.000004,15.197559,11.543729,1.182652
377,0.000004,15.150491,11.496455,1.185721
378,0.000004,15.105491,11.449824,1.188787
379,0.000004,15.062503,11.403818,1.191921
380,0.000004,15.021463,11.358418,1.194950
381,0.000004,14.982301,11.313603,1.197974
382,0.000004,14.944943,11.269354,1.201036
383,0.000004,14.909305,11.225652,1.204128
384,0.000004,14.875301,11.182475,1.207140
385,0.000004,14.842840,11.139804,1.210145
386,0.000004,14.811823,11.097618,1.213174
387,0.000004,14.782150,11.055895,1.216255
388,0.000004,14.753717,11.014615,1.219405
389,0.000004,14.726416,10.973757,1.222477
390,0.000004,14.700136,10.933301,1.225559
391,0.000004,14.674764,10.893224,1.228638
392,0.000004,14.650187,10.853508,1.231805
393,0.000004,14.626288,10.814131,1.235032
394,0.000004,14.602951,10.775074,1.238122
395,0.000004,14.580059,10.736315,1.241208
396,0.000004,14.557496,10.697836,1.244358
397,0.000004,14.535146,10.659618,1.247391
398,0.000004,14.512895,10.621641,1.250399
399,0.000004,14.490628,10.583887,1.253412
400,0.000004,14.468235,10.546338,1.256530
401,0.000004,14.445608,10.508976,1.259611
402,0.000004,14.422639,10.471786,1.262700
403,0.000004,14.399226,10.434750,1.265787
404,0.000004,14.375269,10.397854,1.268943
405,0.000004,14.350672,10.361081,1.272013
406,0.000004,14.325343,10.324419,1.275054
407,0.000004,14.299194,10.287854,1.278068
408,0.000004,14.272142,10.251372,1.281082
409,0.000004,14.244108,10.214962,1.284165
410,0.000004,14.215019,10.178613,1.287260
411,0.000004,14.184805,10.142314,1.290274
412,0.000004,14.153404,10.106057,1.293289
413,0.000004,14.120757,10.069831,1.296407
414,0.000004,14.086811,10.033631,1.299560
415,0.000004,14.051519,9.997448,1.302650
416,0.000004,14.014840,9.961276,1.305886
417,0.000004,13.976737,9.925111,1.309011
418,0.000004,13.937180,9.888948,1.312034
419,0.000004,13.896145,9.852783,1.315096
420,0.000004,13.853612,9.816614,1.318118
421,0.000004,13.809569,9.780438,1.321174
422,0.000004,13.764007,9.744256,1.324188
423,0.000004,13.716924,9.708066,1.327217
424,0.000004,13.668324,9.671870,1.330235
425,0.000004,13.618215,9.635668,1.333252
426,0.000004,13.566612,9.599463,1.336331
427,0.000004,13.513534,9.563257,1.339341
428,0.000004,13.459004,9.527054,1.342347
429,0.000004,13.403054,9.490859,1.345359
430,0.000004,13.345716,9.454675,1.348489
431,0.000004,13.287030,9.418509,1.351566
432,0.000004,13.227040,9.382366,1.354653
433,0.000004,13.165792,9.346254,1.357753
434,0.000004,13.103340,9.310178,1.360909
435,0.000004,13.039738,9.274147,1.363932
436,0.000004,12.975047,9.238168,1.366947
437,0.000004,12.909330,9.202250,1.369972
438,0.000004,12.842653,9.166402,1.373037
439,0.000004,12.775086,9.130632,1.376169
440,0.000004,12.706702,9.094950,1.379254
441,0.000004,12.637576,9.059366,1.382337
442,0.000004,12.567785,9.023888,1.385816
443,0.000004,12.497409,8.988527,1.388848
444,0.000004,12.426530,8.953294,1.391879
445,0.000004,12.355231,8.918197,1.394898
446,0.000004,12.283596,8.883247,1.397982
447,0.000004,12.211711,8.848455,1.401153
448,0.000004,12.139662,8.813830,1.404269
449,0.000004,12.067535,8.779383,1.407385
450,0.000004,11.995417,8.745123,1.410471
451,0.000004,11.923396,8.711060,1.413631
452,0.000004,11.851556,8.677204,1.416721
453,0.000004,11.779985,8.643564,1.419811
454,0.000004,11.708765,8.610150,1.422912
455,0.000004,11.637980,8.576970,1.426084
456,0.000004,11.567712,8.544033,1.429127
457,0.000004,11.498041,8.511348,1.432143
458,0.000004,11.429042,8.478922,1.435163
459,0.000004,11.360792,8.446763,1.438307
460,0.000004,11.293363,8.414880,1.441399
461,0.000004,11.226823,8.383277,1.444483
462,0.000004,11.161238,8.351963,1.447567
463,0.000004,11.096671,8.320942,1.450725
464,0.000004,11.033181,8.290222,1.453771
465,0.000004,10.970822,8.259807,1.456785
466,0.000004,10.909644,8.229701,1.459802
467,0.000004,10.849694,8.199910,1.462852
468,0.000004,10.791014,8.170437,1.466003
469,0.000004,10.733641,8.141285,1.469082
470,0.000004,10.677608,8.112458,1.472166
471,0.000004,10.622943,8.083958,1.475325
472,0.000004,10.569668,8.055787,1.478341
473,0.000004,10.517802,8.027946,1.481349
474,0.000004,10.467358,8.000437,1.484416
475,0.000004,10.418345,7.973260,1.487504
476,0.000004,10.370766,7.946416,1.490692
477,0.000004,10.324620,7.919903,1.493741
478,0.000004,10.279901,7.893723,1.496754
479,0.000004,10.236598,7.867872,1.499761
480,0.000004,10.194698,7.842351,1.502832
481,0.000004,10.154180,7.817157,1.505978
482,0.000004,10.115022,7.792288,1.509181
483,0.000004,10.077197,7.767741,1.512211
484,0.000004,10.040672,7.743514,1.515269
485,0.000004,10.005416,7.719603,1.518304
486,0.000004,9.971389,7.696005,1.521315
487,0.000004,9.938551,7.672715,1.524325
488,0.000004,9.906859,7.649730,1.527393
489,0.000004,9.876268,7.627046,1.530524
490,0.000004,9.846730,7.604658,1.533615
491,0.000004,9.818194,7.582560,1.536698
492,0.000004,9.790610,7.560749,1.539771
493,0.000004,9.763926,7.539218,1.542914
494,0.000004,9.738087,7.517964,1.545996
495,0.000004,9.713039,7.496979,1.549100
496,0.000004,9.688728,7.476259,1.552200
497,0.000004,9.665098,7.455799,1.555362
498,0.000004,9.642095,7.435591,1.558501
499,0.000004,9.619663,7.415631,1.561515
500,0.000004,9.597749,7.395913,1.564528
501,0.000004,9.576300,7.376431,1.567706
502,0.000004,9.555263,7.357179,1.570758
503,0.000004,9.534586,7.338152,1.573760
504,0.000004,9.514220,7.319342,1.576771
505,0.000004,9.494117,7.300746,1.579827
506,0.000004,9.474229,7.282357,1.582948
507,0.000004,9.454513,7.264169,1.586035
508,0.000004,9.434925,7.246177,1.589116
509,0.000004,9.415425,7.228375,1.592199
510,0.000004,9.395973,7.210758,1.595324
511,0.000004,9.376534,7.193321,1.598407
512,0.000004,9.357074,7.176059,1.601487
513,0.000004,9.337560,7.158966,1.604570
514,0.000004,9.317965,7.142038,1.607718
515,0.000004,9.298260,7.125269,1.610768
516,0.000004,9.278421,7.108657,1.613783
517,0.000004,9.258428,7.092195,1.616793
518,0.000004,9.238259,7.075879,1.619935
519,0.000004,9.217899,7.059707,1.623053
520,0.000004,9.197332,7.043672,1.626134
521,0.000004,9.176547,7.027773,1.629433
522,0.000004,9.155533,7.012004,1.632748
523,0.000004,9.134282,6.996364,1.635786
524,0.000004,9.112790,6.980847,1.638803
525,0.000004,9.091052,6.965451,1.641824
526,0.000004,9.069067,6.950174,1.644860
527,0.000004,9.046836,6.935012,1.647877
528,0.000004,9.024361,6.919962,1.650879
529,0.000004,9.001646,6.905022,1.653914
530,0.000004,8.978696,6.890190,1.657071
531,0.000004,8.955519,6.875463,1.660170
532,0.000004,8.932124,6.860839,1.663252
533,0.000004,8.908520,6.846316,1.666330
534,0.000004,8.884717,6.831893,1.669498
535,0.000004,8.860729,6.817567,1.672642
536,0.000004,8.836568,6.803337,1.675657
537,0.000004,8.812248,6.789202,1.678667
538,0.000004,8.787783,6.775159,1.681814
539,0.000004,8.763189,6.761208,1.684960
540,0.000004,8.738481,6.747347,1.687974
541,0.000004,8.713674,6.733575,1.690987
542,0.000004,8.688785,6.719892,1.694051
543,0.000004,8.663829,6.706296,1.697173
544,0.000004,8.638824,6.692785,1.700257
545,0.000004,8.613784,6.679360,1.703339
546,0.000004,8.588725,6.666020,1.706411
547,0.000004,8.563663,6.652763,1.709531
548,0.000004,8.538614,6.639589,1.712627
549,0.000004,8.513590,6.626497,1.715700
550,0.000004,8.488607,6.613487,1.718788
551,0.000004,8.463677,6.600558,1.721917
552,0.000004,8.438814,6.587709,1.724992
553,0.000004,8.414028,6.574939,1.728081
554,0.000004,8.389331,6.562249,1.731162
555,0.000004,8.364732,6.549637,1.734317
556,0.000004,8.340241,6.537104,1.737406
557,0.000004,8.315866,6.524647,1.740589
558,0.000004,8.291614,6.512268,1.743748
559,0.000004,8.267490,6.499965,1.746908
560,0.000004,8.243500,6.487738,1.749971
561,0.000004,8.219647,6.475586,1.752999
562,0.000004,8.195935,6.463508,1.756022
563,0.000004,8.172366,6.451505,1.759074
564,0.000004,8.148939,6.439575,1.762209
565,0.000004,8.125655,6.427718,1.765291
566,0.000004,8.102512,6.415934,1.768491
567,0.000004,8.079509,6.404221,1.771499
568,0.000004,8.056641,6.392580,1.774527
569,0.000004,8.033905,6.381010,1.777562
570,0.000004,8.011297,6.369509,1.780650
571,0.000004,7.988810,6.358078,1.783731
572,0.000004,7.966437,6.346716,1.786863
573,0.000004,7.944173,6.335422,1.789933
574,0.000004,7.922008,6.324196,1.793028
575,0.000004,7.899935,6.313037,1.796110
576,0.000004,7.877945,6.301944,1.799269
577,0.000004,7.856029,6.290918,1.802366
578,0.000004,7.834178,6.279956,1.805447
579,0.000004,7.812380,6.269060,1.808531
580,0.000004,7.790627,6.258228,1.811728
581,0.000004,7.768908,6.247460,1.814807
582,0.000004,7.747214,6.236755,1.817819
583,0.000004,7.725533,6.226113,1.820839
584,0.000004,7.703855,6.215533,1.823893
585,0.000004,7.682172,6.205016,1.827022
586,0.000004,7.660472,6.194559,1.830132
587,0.000004,7.638747,6.184164,1.833258
588,0.000004,7.616988,6.173830,1.836339
589,0.000004,7.595184,6.163556,1.839471
590,0.000004,7.573330,6.153342,1.842554
591,0.000004,7.551415,6.143188,1.845643
592,0.000004,7.529434,6.133094,1.848726
593,0.000004,7.507380,6.123060,1.851853
594,0.000004,7.485246,6.113084,1.854932
595,0.000004,7.463028,6.103169,1.858011
596,0.000004,7.440721,6.093312,1.861109
597,0.000004,7.418321,6.083514,1.864286
598,0.000004,7.395825,6.073776,1.867391
599,0.000004,7.373231,6.064097,1.870469
600,0.000004,7.350538,6.054477,1.873688
601,0.000004,7.327744,6.044917,1.876795
602,0.000004,7.304851,6.035416,1.879807
603,0.000004,7.281859,6.025975,1.883006
604,0.000004,7.258770,6.016595,1.886103
605,0.000004,7.235587,6.007274,1.889162
606,0.000004,7.212314,5.998014,1.892195
607,0.000004,7.188956,5.988816,1.895197
608,0.000004,7.165516,5.979678,1.898206
609,0.000004,7.142002,5.970603,1.901488
610,0.000004,7.118421,5.961589,1.904560
611,0.000004,7.094779,5.952638,1.907580
612,0.000004,7.071086,5.943751,1.910644
613,0.000004,7.047349,5.934927,1.913696
614,0.000004,7.023580,5.926167,1.916907
615,0.000004,6.999787,5.917472,1.920014
616,0.000004,6.975982,5.908841,1.923138
617,0.000004,6.952177,5.900277,1.926227
618,0.000004,6.928382,5.891779,1.929546
619,0.000004,6.904610,5.883348,1.932570
620,0.000004,6.880874,5.874984,1.935578
621,0.000004,6.857187,5.866688,1.938583
622,0.000004,6.833562,5.858460,1.941727
623,0.000004,6.810012,5.850302,1.944783
624,0.000004,6.786551,5.842213,1.947790
625,0.000004,6.763193,5.834195,1.950795
626,0.000004,6.739951,5.826246,1.953865
627,0.000004,6.716840,5.818369,1.956946
628,0.000004,6.693873,5.810564,1.959974
629,0.000004,6.671065,5.802830,1.962987
630,0.000004,6.648428,5.795169,1.966062
631,0.000004,6.625976,5.787580,1.969203
632,0.000004,6.603723,5.780065,1.972292
