Iteration,t_k,gradnorm,objective,time,two_loop_time,grad_time
77,0.000000,230087.239359,328765.544394,16907.000000,0.000000,114.000000
78,0.000000,74081.636238,328760.072078,17244.000000,0.000000,121.000000
79,0.000000,106542.143195,328757.464829,17540.000000,1.000000,107.000000
80,0.000000,175908.679499,328754.644848,17821.000000,1.000000,103.000000
81,0.000000,392652.485598,328741.851389,18101.000000,0.000000,104.000000
82,0.000000,686658.112065,328713.908991,18385.000000,1.000000,105.000000
83,0.000000,1162066.798240,328637.179180,18663.000000,1.000000,102.000000
84,0.000000,1759148.027033,328455.780550,18947.000000,1.000000,101.000000
85,0.000000,2200014.202678,328074.704980,19219.000000,1.000000,103.000000
86,0.000000,1989163.766680,327533.795186,19490.000000,0.000000,104.000000
87,0.000000,4473079.033949,327381.491651,19761.000000,1.000000,102.000000
88,0.000000,1705640.974228,326407.645809,20030.000000,0.000000,104.000000
89,0.000000,56993.299920,325857.077543,20319.000000,0.000000,104.000000
90,0.000000,341139.508822,325653.808234,20604.000000,1.000000,105.000000
91,0.000000,74225.901177,325629.472450,20879.000000,0.000000,104.000000
92,0.000000,69262.345893,325623.724827,21149.000000,0.000000,104.000000
93,0.000000,75931.877946,325225.801442,21423.000000,0.000000,103.000000
94,0.000000,281522601.495171,5691786.450868,21706.000000,1.000000,104.000000
95,0.000000,1198966.069163,320467.204407,21983.000000,0.000000,108.000000
96,0.000000,538647.565865,320062.543008,22260.000000,1.000000,103.000000
97,0.000000,19391.086537,319953.310226,22541.000000,1.000000,103.000000
98,0.000000,19380.048801,319953.026463,22821.000000,0.000000,105.000000
99,0.000000,497424.985584,319742.203750,23116.000000,1.000000,105.000000
100,0.000000,653326.212627,319591.582537,23394.000000,1.000000,104.000000
101,0.000000,5735290.074236,322106.606949,23667.000000,0.000000,105.000000
102,0.000000,153639.979588,319357.779458,23970.000000,0.000000,110.000000
103,0.000000,80063.490660,319301.691917,24276.000000,1.000000,112.000000
104,0.000000,642348.000147,319048.930098,24523.000000,1.000000,76.000000
105,0.000000,96643.162173,318900.801459,24722.000000,0.000000,75.000000
106,0.000000,222162.899527,318855.179325,24901.000000,0.000000,77.000000
107,0.000000,46373.011344,318842.271068,25075.000000,1.000000,76.000000
108,0.000000,28088.073450,318841.125972,25245.000000,1.000000,76.000000
109,0.000000,118678.245220,318839.884855,25466.000000,0.000000,76.000000
110,0.000000,149190.455855,318838.089623,25650.000000,1.000000,77.000000
111,0.000000,322678.941518,318820.959574,25853.000000,0.000000,85.000000
112,0.000000,433694.296314,318795.925885,26045.000000,0.000000,88.000000
113,0.000000,548656.771736,318737.557283,26289.000000,1.000000,94.000000
114,0.000000,153565.929343,318640.862666,26522.000000,0.000000,88.000000
115,0.000000,651746.095620,318564.684928,26732.000000,1.000000,76.000000
116,0.000000,409830.398191,318518.231517,26958.000000,0.000000,71.000000
117,0.000000,115281.374143,318500.913769,27170.000000,1.000000,73.000000
118,0.000000,59121.344762,318498.134511,27385.000000,0.000000,75.000000
119,0.000000,47840.154536,318494.403206,27582.000000,0.000000,76.000000
120,0.000000,54498.439040,318477.408392,27795.000000,0.000000,76.000000
121,0.000000,282294.494992,318485.454640,28020.000000,0.000000,76.000000
122,0.000000,4454366.134397,319500.083294,28215.000000,0.000000,76.000000
123,0.000000,304067.709514,318383.206672,28388.000000,1.000000,76.000000
124,0.000000,227919.767836,318370.486428,28564.000000,0.000000,76.000000
125,0.000000,55967.320202,318336.486227,28809.000000,0.000000,77.000000
126,0.000000,52381.205544,318334.545003,28993.000000,0.000000,76.000000
127,0.000000,403872.619277,318179.014509,29174.000000,1.000000,76.000000
128,0.000000,535757.260971,317981.395039,29415.000000,0.000000,76.000000
129,0.000000,4046603.172637,318837.684777,29594.000000,1.000000,75.000000
130,0.000000,163445.150356,317671.640387,29772.000000,0.000000,76.000000
131,0.000000,353641.461556,317569.793694,29950.000000,1.000000,75.000000
132,0.000000,301408.160304,317418.852724,30214.000000,1.000000,78.000000
133,0.000000,88101.382199,317295.551606,30422.000000,1.000000,76.000000
134,0.000000,396558.513567,316977.344791,30600.000000,1.000000,76.000000
135,0.000000,385637.170930,316538.274111,30869.000000,0.000000,84.000000
136,0.000000,66444307.384104,598765.907907,31097.000000,1.000000,93.000000
137,0.000000,158159.777276,316517.120534,31375.000000,1.000000,73.000000
138,0.000000,148467.573577,316510.011887,31605.000000,1.000000,98.000000
139,0.000000,105200.503474,316460.600250,31837.000000,1.000000,73.000000
140,0.000000,37225.390927,316453.791341,32033.000000,0.000000,75.000000
141,0.000000,34655.921050,316449.919816,32245.000000,0.000000,74.000000
142,0.000000,120071.849740,316421.495748,32494.000000,0.000000,76.000000
143,0.000000,243976.600503,316366.369564,32708.000000,1.000000,76.000000
144,0.000000,312352.365533,316209.792314,32886.000000,1.000000,76.000000
145,0.000000,54551139.423467,478448.072467,33119.000000,0.000000,76.000000
146,0.000000,820836.082648,315847.882669,33354.000000,0.000000,75.000000
147,0.000000,760971.162646,315605.444922,33603.000000,0.000000,76.000000
148,0.000000,29705.660621,310335.990776,33804.000000,1.000000,76.000000
149,0.000000,203711.820118,310267.118783,34056.000000,0.000000,75.000000
150,0.000000,581395.020118,310001.841734,34255.000000,0.000000,74.000000
151,0.000000,376381.741358,309930.829545,34466.000000,1.000000,77.000000
152,0.000000,41630.184457,309791.564102,34662.000000,0.000000,76.000000
153,0.000000,23579.104702,309756.950411,34889.000000,1.000000,83.000000
154,0.000000,5083831.218681,311328.709009,35177.000000,0.000000,76.000000
155,0.000000,40564.952477,309745.557251,35438.000000,0.000000,76.000000
156,0.000000,27861.283547,309745.222648,35683.000000,1.000000,76.000000
157,0.000000,22233.419699,309744.665315,35920.000000,0.000000,76.000000
158,0.000000,34625.485635,309742.462392,36123.000000,0.000000,78.000000
159,0.000000,75809.606785,309737.470881,36320.000000,0.000000,79.000000
160,0.000000,141961.758650,309725.809147,36540.000000,0.000000,77.000000
161,0.000000,30405.352874,309705.698567,36738.000000,1.000000,76.000000
162,0.000000,2086708.998180,309923.342089,36947.000000,0.000000,76.000000
163,0.000000,188664.235099,309674.704261,37178.000000,1.000000,76.000000
164,0.000000,88312.315389,309665.151386,37431.000000,0.000000,76.000000
165,0.000000,34639.975164,309655.053724,37697.000000,0.000000,104.000000
166,0.000000,35552.941473,309654.058299,38028.000000,1.000000,141.000000
167,0.000000,1072126.262799,313426.179176,38330.000000,0.000000,81.000000
168,0.000000,97130.911778,309534.691489,38546.000000,0.000000,77.000000
169,0.000000,5087236.128924,310821.549195,38737.000000,0.000000,77.000000
170,0.000000,313182.415333,309458.694523,38987.000000,0.000000,86.000000
171,0.000000,180023.086159,309443.517926,39177.000000,0.000000,78.000000
172,0.000000,603623.742152,309310.696739,39353.000000,1.000000,76.000000
173,0.000000,935353.413738,309179.739534,39581.000000,1.000000,96.000000
174,0.000000,649464.882540,309063.088371,39881.000000,1.000000,91.000000
175,0.000000,232054.327185,309037.703809,40118.000000,0.000000,111.000000
176,0.000000,26772.281990,309033.822880,40440.000000,1.000000,111.000000
177,0.000000,43992.801654,309033.352816,40728.000000,0.000000,111.000000
178,0.000000,88816.123051,309032.387398,41029.000000,0.000000,114.000000
179,0.000000,171559.962478,309029.809225,41331.000000,0.000000,112.000000
180,0.000000,286374.316318,309023.876000,41617.000000,1.000000,111.000000
181,0.000000,408258.126817,309010.875402,41887.000000,0.000000,76.000000
182,0.000000,345964.029605,308990.420252,42055.000000,0.000000,77.000000
183,0.000000,1565486.096491,309127.803097,42306.000000,1.000000,76.000000
184,0.000000,279680.120795,308967.560401,42504.000000,1.000000,76.000000
185,0.000000,127826.479848,308960.975890,42685.000000,0.000000,79.000000
186,0.000000,32176.629003,308957.660826,42871.000000,1.000000,79.000000
187,0.000000,35556.281753,308957.386861,43123.000000,0.000000,79.000000
188,0.000000,118497.829225,308947.749689,43307.000000,0.000000,78.000000
189,0.000000,109255.104373,308937.774927,43485.000000,0.000000,79.000000
190,0.000000,20070806.282428,337636.788850,43666.000000,1.000000,78.000000
191,0.000000,176984.879735,308917.928112,43891.000000,0.000000,79.000000
192,0.000000,112506.155888,308910.904266,44101.000000,1.000000,76.000000
193,0.000000,101954.521708,308895.893776,44362.000000,0.000000,76.000000
194,0.000000,153375.302567,308889.508179,44595.000000,1.000000,76.000000
195,0.000000,389593.609659,308844.443907,44879.000000,0.000000,92.000000
196,0.000000,638209.153475,308762.130040,45132.000000,0.000000,84.000000
197,0.000000,604079.872896,308572.248954,45386.000000,1.000000,79.000000
198,0.000000,392449903.047473,10083856.807284,45600.000000,0.000000,75.000000
199,0.000000,1009516.322458,308284.803876,45788.000000,0.000000,76.000000
200,0.000000,832291.913972,308148.087930,45971.000000,0.000000,81.000000
201,0.000000,21085.517514,307855.088626,46170.000000,1.000000,75.000000
202,0.000000,20881.114550,307854.705172,46384.000000,0.000000,75.000000
203,0.000000,327606.459119,307356.269434,46590.000000,0.000000,69.000000
204,0.000000,262440.916147,307186.008313,46821.000000,0.000000,76.000000
205,0.000000,1576622.197216,307259.470162,47075.000000,1.000000,76.000000
206,0.000000,26432.587036,307122.701595,47328.000000,0.000000,76.000000
207,0.000000,31890.698403,307120.994653,47542.000000,0.000000,76.000000
208,0.000000,1005356.117337,309809.357572,47720.000000,0.000000,76.000000
209,0.000000,19424.420028,307117.058338,47934.000000,1.000000,76.000000
210,0.000000,18474.581748,307113.655854,48131.000000,1.000000,75.000000
211,0.000000,165211.860422,306540.086167,48309.000000,1.000000,75.000000
212,0.000000,51140696.105587,452945.758561,48523.000000,1.000000,76.000000
213,0.000000,12539.238954,306532.463256,48762.000000,1.000000,76.000000
214,0.000000,12155.167223,306532.354987,48970.000000,1.000000,76.000000
215,0.000000,11846.204162,306526.933477,49184.000000,1.000000,75.000000
216,0.000000,16296.611662,306355.849536,49428.000000,0.000000,75.000000
217,0.000000,65594.967079,306380.271124,49654.000000,1.000000,81.000000
218,0.000000,7590.753070,306334.786977,49839.000000,0.000000,79.000000
219,0.000000,1074701.440628,306397.062186,50057.000000,1.000000,79.000000
220,0.000000,18232.158100,306333.439901,50277.000000,0.000000,76.000000
221,0.000000,13493.341208,306332.945742,50511.000000,0.000000,75.000000
222,0.000000,15563.517588,306330.790477,50761.000000,0.000000,76.000000
223,0.000000,11569.779793,306761.515636,50974.000000,0.000000,77.000000
224,0.000000,429209.162394,307365.107094,51152.000000,1.000000,76.000000
225,0.000000,217119.014587,306379.169375,51392.000000,1.000000,76.000000
226,0.000000,8452326.566861,310412.770734,51596.000000,0.000000,86.000000
227,0.000000,12553.003961,306362.073992,51875.000000,1.000000,85.000000
228,0.000000,7883.953297,306360.306246,52094.000000,1.000000,79.000000
229,0.000000,14787.662264,306354.826547,52339.000000,0.000000,68.000000
230,0.000000,32557.052807,306351.502433,52536.000000,0.000000,75.000000
231,0.000000,46790.339901,306344.199285,52750.000000,0.000000,76.000000
232,0.000000,12920.884759,306368.636274,53000.000000,1.000000,75.000000
233,0.000000,22415812.735789,334796.571026,53253.000000,0.000000,76.000000
234,0.000000,4612.138542,306338.124758,53450.000000,1.000000,76.000000
235,0.000000,4358.876109,306338.110765,53628.000000,1.000000,75.000000
236,0.000000,4033.891990,306337.918471,53823.000000,1.000000,75.000000
237,0.000000,6938.548424,306337.530345,54020.000000,0.000000,79.000000
238,0.000000,11075.732799,306336.684364,54258.000000,1.000000,75.000000
239,0.000000,11306.330002,306335.228279,54507.000000,0.000000,76.000000
240,0.000000,23738274.271744,338036.254594,54721.000000,0.000000,76.000000
241,0.000000,20952.597812,306333.798845,54965.000000,0.000000,76.000000
242,0.000000,16792.050003,306333.455956,55172.000000,0.000000,69.000000
243,0.000000,8722.613694,306332.650844,55397.000000,0.000000,76.000000
244,0.000000,3772.615341,306331.499172,55641.000000,0.000000,76.000000
245,0.000000,11015.639923,306328.330473,55838.000000,1.000000,76.000000
246,0.000000,14498.292032,306324.963284,56093.000000,0.000000,76.000000
247,0.000000,4181989.439105,307305.561225,56349.000000,1.000000,76.000000
248,0.000000,12863.220860,306323.168133,56557.000000,1.000000,76.000000
249,0.000000,7040.276931,306322.920550,56818.000000,1.000000,75.000000
250,0.000000,2526.890708,306322.787548,57032.000000,0.000000,76.000000
251,0.000000,2408.747638,306322.739533,57276.000000,0.000000,75.000000
252,0.000000,2446.646780,306321.229271,57519.000000,0.000000,76.000000
253,0.000000,13825.847910,306316.852291,57727.000000,0.000000,76.000000
254,0.000000,5354887.132059,307901.917200,57986.000000,0.000000,78.000000
255,0.000000,38286.834018,306306.944567,58200.000000,1.000000,75.000000
256,0.000000,27908.461242,306302.740436,58453.000000,0.000000,86.000000
257,0.000000,9467.412120,306268.490374,58639.000000,1.000000,85.000000
258,0.000000,16733.404348,306230.162499,58860.000000,0.000000,99.000000
259,0.000000,2809181.287132,331864.828817,59079.000000,0.000000,76.000000
260,0.000000,84856.773526,306026.820531,59319.000000,0.000000,75.000000
261,0.000000,9284989.204313,310743.770882,59577.000000,0.000000,73.000000
262,0.000000,140523.459807,305938.090293,59833.000000,1.000000,75.000000
263,0.000000,65711.199515,305934.922623,60065.000000,0.000000,76.000000
264,0.000000,218013.141988,305916.291744,60307.000000,1.000000,68.000000
265,0.000000,393787.840122,305891.793643,60516.000000,0.000000,75.000000
266,0.000000,351808.487374,305860.308131,60757.000000,0.000000,73.000000
267,0.000000,97596.704023,305850.623787,61007.000000,1.000000,76.000000
268,0.000000,87985.396286,305847.679237,61255.000000,1.000000,75.000000
269,0.000000,582035.731786,305858.141856,61452.000000,0.000000,76.000000
270,0.000000,131932.635355,305844.692719,61629.000000,0.000000,76.000000
271,0.000000,88639.393827,305842.539969,61847.000000,1.000000,76.000000
272,0.000000,221149.882115,305820.202674,62050.000000,0.000000,77.000000
273,0.000000,266097.387453,305805.337970,62278.000000,1.000000,75.000000
274,0.000000,56474.405721,305798.458515,62491.000000,0.000000,76.000000
275,0.000000,49359.854490,305797.887093,62686.000000,0.000000,76.000000
276,0.000000,47459.455244,305795.152744,62904.000000,1.000000,76.000000
277,0.000000,8296768.739037,309542.970621,63105.000000,1.000000,76.000000
278,0.000000,92668.643437,305791.327713,63330.000000,0.000000,76.000000
279,0.000000,90684.202035,305789.973483,63544.000000,1.000000,76.000000
280,0.000000,123335.537085,305606.229245,63802.000000,1.000000,77.000000
281,0.000000,10296.833454,305593.883496,64026.000000,1.000000,77.000000
282,0.000000,7394.395947,305593.707567,64206.000000,1.000000,78.000000
283,0.000000,7884.683700,305593.473777,64387.000000,0.000000,77.000000
284,0.000000,430267.090330,305601.464501,64557.000000,0.000000,76.000000
285,0.000000,48030.680248,305591.782008,64740.000000,0.000000,72.000000
286,0.000000,22280.302191,305590.654830,64959.000000,0.000000,76.000000
287,0.000000,214711.972648,305576.727702,65139.000000,1.000000,76.000000
288,0.000000,217562.952984,305571.283463,65347.000000,0.000000,76.000000
289,0.000000,17665929.222881,347177.388907,65561.000000,1.000000,76.000000
290,0.000000,279825.410034,305557.668213,65786.000000,0.000000,76.000000
291,0.000000,155471.719047,305551.696143,66018.000000,0.000000,83.000000
292,0.000000,37149.995191,305547.628141,66233.000000,0.000000,76.000000
293,0.000000,49512.886726,305547.313288,66478.000000,0.000000,76.000000
294,0.000000,110063.387634,305544.492283,66692.000000,1.000000,76.000000
295,0.000000,97707.357392,305542.357333,66935.000000,0.000000,86.000000
296,0.000000,363368.269898,305558.554596,67166.000000,0.000000,76.000000
297,0.000000,30019.465371,305541.312236,67380.000000,1.000000,76.000000
298,0.000000,16219.293245,305541.203651,67581.000000,1.000000,69.000000
299,0.000000,2817.975335,305541.168218,67759.000000,0.000000,75.000000
300,0.000000,3173.892982,305541.165979,67983.000000,0.000000,76.000000
301,0.000000,12993.654505,305541.129436,68191.000000,0.000000,76.000000
302,0.000000,24651.724480,305541.064863,68369.000000,0.000000,76.000000
303,0.000000,45661.137115,305540.868657,68583.000000,1.000000,76.000000
304,0.000000,74509.077439,305540.411574,68838.000000,1.000000,76.000000
305,0.000000,100954.599943,305539.361413,69051.000000,0.000000,75.000000
306,0.000000,120929.118495,305537.599173,69265.000000,0.000000,76.000000
307,0.000000,105524.401615,305538.200134,69473.000000,0.000000,76.000000
308,0.000000,46863.658618,305535.227444,69704.000000,0.000000,76.000000
309,0.000000,67415.151759,305534.270136,69942.000000,0.000000,76.000000
310,0.000000,25063.514410,305533.424540,70164.000000,1.000000,74.000000
311,0.000000,18322.892237,305533.307699,70376.000000,1.000000,78.000000
312,0.000000,69497.085376,305533.527769,70580.000000,1.000000,77.000000
313,0.000000,4142.549689,305533.276324,70759.000000,1.000000,76.000000
314,0.000000,3951.453045,305533.274524,70985.000000,1.000000,76.000000
315,0.000000,17441.156196,305533.054907,71181.000000,1.000000,76.000000
316,0.000000,35206.498464,305532.605423,71425.000000,1.000000,76.000000
317,0.000000,49173.169671,305531.753260,71634.000000,0.000000,76.000000
318,0.000000,73636.043306,305529.489520,71848.000000,0.000000,75.000000
319,0.000000,244505.506476,305525.784327,72080.000000,0.000000,76.000000
320,0.000000,186598.970475,305519.350927,72288.000000,0.000000,76.000000
321,0.000000,119806.123459,305507.885431,72502.000000,1.000000,76.000000
322,0.000000,111409.539223,305506.654526,72700.000000,1.000000,76.000000
323,0.000000,26981.813635,305505.303315,72944.000000,0.000000,76.000000
324,0.000000,7118.669031,305504.953124,73199.000000,0.000000,76.000000
325,0.000000,8123.602793,305504.476930,73436.000000,0.000000,69.000000
326,0.000000,35649.636463,305502.715483,73679.000000,1.000000,69.000000
327,0.000000,42141.610599,305498.649306,73929.000000,1.000000,76.000000
328,0.000000,15549370.964436,319394.265000,74146.000000,0.000000,77.000000
329,0.000000,139515.749603,305489.044226,74325.000000,0.000000,76.000000
330,0.000000,120346.793818,305483.976086,74533.000000,0.000000,76.000000
331,0.000000,5578.268062,305466.421962,74794.000000,0.000000,77.000000
332,0.000000,5697.168361,305466.343223,75046.000000,0.000000,77.000000
333,0.000000,7826.107660,305463.997942,75280.000000,0.000000,77.000000
334,0.000000,8078.164409,305456.519827,75511.000000,0.000000,76.000000
335,0.000000,181629683.331655,2212018.892864,75725.000000,0.000000,76.000000
336,0.000000,21196.292609,305440.055995,75903.000000,0.000000,76.000000
337,0.000000,26704.951605,305430.043124,76081.000000,1.000000,76.000000
338,0.000000,848422.292304,306528.609405,76289.000000,0.000000,76.000000
339,0.000000,5178.505598,305389.886984,76499.000000,1.000000,76.000000
340,0.000000,5074.375908,305389.804861,76713.000000,1.000000,76.000000
341,0.000000,30928.577475,305380.237793,76955.000000,1.000000,76.000000
342,0.000000,1703828.142830,305548.402724,77169.000000,1.000000,76.000000
343,0.000000,3479.626125,305376.651230,77419.000000,1.000000,76.000000
344,0.000000,9106.867271,305375.154295,77633.000000,1.000000,75.000000
345,0.000000,4195.575843,305371.258740,77827.000000,0.000000,75.000000
346,0.000000,37006.580584,305370.442370,78027.000000,1.000000,79.000000
347,0.000000,25973.142408,305368.502764,78242.000000,1.000000,76.000000
348,0.000000,11076.966868,305364.392818,78427.000000,1.000000,76.000000
349,0.000000,700676.290487,305391.760590,78605.000000,1.000000,76.000000
350,0.000000,12583.623111,305362.834615,78784.000000,0.000000,75.000000
351,0.000000,3090.235640,305361.916612,78980.000000,0.000000,76.000000
352,0.000000,123210.430050,305346.058781,79176.000000,0.000000,77.000000
353,0.000000,57257.133908,305344.681582,79390.000000,1.000000,76.000000
354,0.000000,13999.772217,305344.527189,79639.000000,0.000000,76.000000
355,0.000000,8523.421401,305344.515519,79865.000000,0.000000,76.000000
356,0.000000,5951.852564,305344.483454,80043.000000,1.000000,75.000000
357,0.000000,8902.127458,305344.465919,80252.000000,1.000000,76.000000
358,0.000000,13388.130980,305344.443901,80459.000000,0.000000,75.000000
359,0.000000,3578.692080,305344.407616,80690.000000,1.000000,77.000000
360,0.000000,10527.889905,305344.373626,80899.000000,0.000000,77.000000
361,0.000000,27446.276739,305344.295166,81092.000000,0.000000,76.000000
362,0.000000,45187.032448,305344.135247,81299.000000,1.000000,79.000000
363,0.000000,61747.873981,305343.763949,81571.000000,0.000000,125.000000
364,0.000000,51152.638406,305343.353451,81840.000000,0.000000,79.000000
365,0.000000,23625.932977,305343.092767,82044.000000,1.000000,76.000000
366,0.000000,5949.980761,305343.001486,82227.000000,0.000000,79.000000
367,0.000000,10941.326479,305342.983057,82453.000000,1.000000,75.000000
368,0.000000,6726.748361,305342.956035,82714.000000,0.000000,75.000000
369,0.000000,14808.916385,305343.014046,82910.000000,0.000000,76.000000
370,0.000000,6159.409394,305342.903920,83119.000000,0.000000,76.000000
371,0.000000,8048.460950,305342.885836,83314.000000,1.000000,76.000000
372,0.000000,13247.052254,305342.847289,83558.000000,1.000000,76.000000
373,0.000000,4379.211865,305342.748690,83819.000000,1.000000,75.000000
374,0.000000,28811.589385,305342.445423,84015.000000,0.000000,76.000000
375,0.000000,72311.596395,305341.549088,84259.000000,0.000000,76.000000
376,0.000000,104583.526813,305340.012745,84503.000000,0.000000,76.000000
377,0.000000,92528.745849,305338.033290,84700.000000,1.000000,75.000000
378,0.000000,823145.765704,305397.066727,84913.000000,0.000000,76.000000
379,0.000000,57127.960054,305336.494553,85110.000000,0.000000,76.000000
380,0.000000,22542.233802,305336.185256,85318.000000,0.000000,76.000000
381,0.000000,3879.425693,305336.099445,85526.000000,0.000000,76.000000
382,0.000000,4708.120998,305336.095629,85737.000000,1.000000,75.000000
383,0.000000,21755.340535,305335.998484,85989.000000,0.000000,79.000000
384,0.000000,37865.923220,305335.841043,86168.000000,0.000000,75.000000
385,0.000000,59658.100311,305335.420928,86345.000000,0.000000,76.000000
386,0.000000,75125.463522,305334.742309,86567.000000,1.000000,78.000000
387,0.000000,40014.764265,305334.757781,86807.000000,1.000000,71.000000
388,0.000000,28475.647587,305333.938714,87068.000000,0.000000,84.000000
389,0.000000,31433.237305,305333.699141,87365.000000,0.000000,78.000000
390,0.000000,111384.924549,305335.751795,87546.000000,1.000000,77.000000
391,0.000000,6736.068941,305333.559897,87789.000000,0.000000,74.000000
392,0.000000,3381.022624,305333.548879,88051.000000,1.000000,76.000000
393,0.000000,7293.705756,305333.529995,88290.000000,0.000000,73.000000
394,0.000000,11040.259367,305333.508341,88540.000000,1.000000,76.000000
