Iteration,t_k,gradnorm,objective,time,two_loop_time,grad_time
1,0.000000,59070566.951234,1397040569248.791504,13.000000,0.000000,9.000000
2,0.000000,45.398095,111.151299,43.000000,0.000000,8.000000
3,0.000000,44.988862,109.508393,70.000000,1.000000,9.000000
4,0.000000,6.741300,9.149935,95.000000,1.000000,9.000000
5,0.000000,4.542375,5.664500,119.000000,1.000000,9.000000
6,0.000000,2.223423,2.147111,143.000000,1.000000,9.000000
7,0.000000,3.753476,1.948806,168.000000,1.000000,9.000000
8,0.000000,1.165999,1.436664,192.000000,2.000000,9.000000
9,0.000000,1.232649,1.306829,216.000000,2.000000,9.000000
10,0.000000,123.112391,7.276229,239.000000,1.000000,8.000000
11,0.000000,1.240079,1.193612,263.000000,2.000000,9.000000
12,0.000000,1.095846,1.178694,287.000000,2.000000,9.000000
13,0.000000,0.988898,1.109537,311.000000,2.000000,9.000000
14,0.000000,0.886006,0.923942,335.000000,2.000000,9.000000
15,0.000000,3.430206,1.101216,359.000000,2.000000,9.000000
16,0.000000,0.545303,0.821904,383.000000,1.000000,9.000000
17,0.000000,1.196977,0.806004,407.000000,1.000000,9.000000
18,0.000000,10.140929,0.840186,430.000000,2.000000,9.000000
19,0.000000,0.842508,0.779540,454.000000,2.000000,9.000000
20,0.000000,0.589672,0.778309,478.000000,2.000000,9.000000
21,0.000000,0.662332,0.776727,502.000000,1.000000,9.000000
22,0.000000,1.448204,0.770507,526.000000,1.000000,9.000000
23,0.000000,1.938741,0.763203,549.000000,2.000000,9.000000
24,0.000000,2.302850,0.751186,573.000000,1.000000,9.000000
25,0.000000,30.688758,1.417394,596.000000,1.000000,9.000000
26,0.000000,0.660026,0.739739,621.000000,1.000000,9.000000
27,0.000000,0.555025,0.738480,643.000000,2.000000,8.000000
28,0.000000,2.542344,0.740650,667.000000,1.000000,9.000000
29,0.000000,0.518084,0.734901,690.000000,2.000000,9.000000
30,0.000000,0.522077,0.733625,714.000000,1.000000,8.000000
31,0.000000,1.074978,0.725472,737.000000,1.000000,9.000000
32,0.000000,0.489205,0.721379,761.000000,2.000000,9.000000
33,0.000000,0.418309,0.719754,785.000000,1.000000,9.000000
34,0.000000,0.256692,0.719079,808.000000,2.000000,9.000000
35,0.000000,0.619426,0.717016,832.000000,1.000000,9.000000
36,0.000000,0.687043,0.714733,856.000000,1.000000,9.000000
37,0.000000,0.462067,0.707523,879.000000,2.000000,9.000000
38,0.000000,0.368702,0.703112,903.000000,2.000000,9.000000
39,0.000000,8.993909,0.728831,927.000000,1.000000,9.000000
40,0.000000,1.086995,0.698756,950.000000,2.000000,9.000000
41,0.000000,0.887070,0.697039,974.000000,1.000000,8.000000
42,0.000000,0.458629,0.678502,997.000000,2.000000,9.000000
43,0.000000,0.690611,0.675778,1021.000000,1.000000,9.000000
44,0.000000,1.277330,0.674062,1045.000000,1.000000,9.000000
45,0.000000,0.567887,0.671521,1068.000000,2.000000,9.000000
46,0.000000,1.169484,0.671851,1092.000000,1.000000,9.000000
47,0.000000,0.675510,0.671353,1115.000000,2.000000,9.000000
48,0.000000,0.368533,0.670389,1139.000000,1.000000,9.000000
49,0.000000,0.938656,0.668799,1162.000000,2.000000,8.000000
50,0.000000,1.457278,0.665387,1185.000000,1.000000,9.000000
51,0.000000,1.982036,0.654924,1208.000000,1.000000,8.000000
52,0.000000,0.895820,0.641481,1231.000000,1.000000,9.000000
53,0.000000,4.108112,0.634670,1255.000000,2.000000,8.000000
54,0.000000,0.241534,0.630986,1279.000000,1.000000,9.000000
55,0.000000,0.185096,0.631275,1302.000000,2.000000,9.000000
56,0.000000,0.182625,0.631087,1325.000000,1.000000,8.000000
57,0.000000,0.155399,0.632381,1348.000000,1.000000,9.000000
58,0.000000,20.160225,1.349336,1371.000000,1.000000,8.000000
59,0.000000,0.353846,0.627217,1395.000000,2.000000,9.000000
60,0.000000,0.165920,0.626100,1419.000000,1.000000,9.000000
61,0.000000,0.992747,0.625554,1442.000000,1.000000,9.000000
62,0.000000,0.608732,0.623451,1466.000000,1.000000,9.000000
63,0.000000,0.224107,0.623933,1489.000000,2.000000,9.000000
64,0.000000,0.181851,0.623974,1513.000000,1.000000,9.000000
65,0.000000,0.484794,0.623911,1536.000000,1.000000,9.000000
66,0.000000,0.733907,0.623359,1559.000000,2.000000,8.000000
67,0.000000,0.588525,0.622250,1583.000000,1.000000,9.000000
68,0.000000,0.257197,0.620931,1606.000000,1.000000,9.000000
69,0.000000,0.267282,0.618737,1631.000000,1.000000,8.000000
70,0.000000,0.380635,0.617569,1655.000000,2.000000,9.000000
71,0.000000,1.155499,0.616098,1679.000000,1.000000,9.000000
72,0.000000,0.104561,0.615993,1702.000000,1.000000,9.000000
73,0.000000,0.098170,0.616110,1725.000000,2.000000,8.000000
74,0.000000,0.137205,0.615198,1748.000000,1.000000,9.000000
75,0.000000,1.257965,0.613948,1772.000000,2.000000,9.000000
76,0.000000,0.389370,0.613521,1795.000000,1.000000,8.000000
77,0.000000,0.116421,0.613319,1819.000000,1.000000,9.000000
78,0.000000,0.117903,0.613170,1842.000000,1.000000,9.000000
79,0.000000,0.619126,0.611256,1866.000000,2.000000,9.000000
80,0.000000,0.269039,0.609587,1890.000000,1.000000,9.000000
