Iteration,t_k,gradnorm,objective,time
247,0.000004,352.187462,790.394283,0.810890
248,0.000004,351.901973,789.402609,0.814169
249,0.000004,351.616778,788.412540,0.817626
250,0.000004,351.331878,787.424074,0.820905
251,0.000004,351.047272,786.437207,0.823938
252,0.000004,350.762959,785.451936,0.827187
253,0.000004,350.478940,784.468260,0.830642
254,0.000004,350.195214,783.486173,0.833936
255,0.000004,349.911781,782.505675,0.837045
256,0.000004,349.628641,781.526761,0.840309
257,0.000004,349.345792,780.549429,0.843662
258,0.000004,349.063235,779.573676,0.846906
259,0.000004,348.780970,778.599500,0.849976
260,0.000004,348.498995,777.626896,0.853305
261,0.000004,348.217312,776.655862,0.856668
262,0.000004,347.935919,775.686396,0.859865
263,0.000004,347.654816,774.718495,0.862922
264,0.000004,347.374003,773.752155,0.866176
265,0.000004,347.093479,772.787374,0.869522
266,0.000004,346.813244,771.824148,0.872668
267,0.000004,346.533299,770.862476,0.875778
268,0.000004,346.253641,769.902354,0.879034
269,0.000004,345.974272,768.943779,0.882227
270,0.000004,345.695191,767.986749,0.885442
271,0.000004,345.416397,767.031260,0.888501
272,0.000004,345.137890,766.077311,0.891670
273,0.000004,344.859671,765.124897,0.894920
274,0.000004,344.581737,764.174016,0.898094
275,0.000004,344.304090,763.224666,0.901224
276,0.000004,344.026729,762.276844,0.904382
277,0.000004,343.749653,761.330546,0.907650
278,0.000004,343.472863,760.385770,0.910746
279,0.000004,343.196358,759.442513,0.913782
280,0.000004,342.920137,758.500773,0.916821
281,0.000004,342.644200,757.560546,0.920101
282,0.000004,342.368548,756.621830,0.923168
283,0.000004,342.093179,755.684622,0.926229
284,0.000004,341.818093,754.748920,0.929282
285,0.000004,341.543290,753.814720,0.932411
286,0.000004,341.268770,752.882020,0.935560
287,0.000004,340.994532,751.950817,0.938605
288,0.000004,340.720577,751.021108,0.941622
289,0.000004,340.446903,750.092891,0.944768
290,0.000004,340.173510,749.166163,0.947929
291,0.000004,339.900399,748.240920,0.950969
292,0.000004,339.627568,747.317162,0.953985
293,0.000004,339.355018,746.394884,0.957272
294,0.000004,339.082748,745.474084,0.960500
295,0.000004,338.810757,744.554759,0.963528
296,0.000004,338.539046,743.636907,0.966552
297,0.000004,338.267615,742.720524,0.969798
298,0.000004,337.996462,741.805609,0.973297
299,0.000004,337.725588,740.892159,0.976505
300,0.000004,337.454992,739.980170,0.979532
301,0.000004,337.184674,739.069641,0.982707
302,0.000004,336.914633,738.160568,0.986339
303,0.000004,336.644870,737.252948,0.989701
304,0.000004,336.375384,736.346781,0.992783
305,0.000004,336.106174,735.442061,0.995976
306,0.000004,335.837241,734.538788,0.999596
307,0.000004,335.568584,733.636958,1.002897
308,0.000004,335.300202,732.736568,1.006011
309,0.000004,335.032096,731.837616,1.009391
310,0.000004,334.764266,730.940100,1.012902
311,0.000004,334.496709,730.044017,1.016073
312,0.000004,334.229428,729.149364,1.019112
313,0.000004,333.962420,728.256138,1.022349
314,0.000004,333.695687,727.364337,1.025786
315,0.000004,333.429227,726.473959,1.028904
316,0.000004,333.163040,725.585000,1.031994
317,0.000004,332.897126,724.697459,1.035257
318,0.000004,332.631485,723.811332,1.038814
319,0.000004,332.366117,722.926617,1.042141
320,0.000004,332.101020,722.043311,1.045259
321,0.000004,331.836195,721.161413,1.048528
322,0.000004,331.571641,720.280918,1.051789
323,0.000004,331.307358,719.401826,1.054835
324,0.000004,331.043347,718.524133,1.057897
325,0.000004,330.779605,717.647836,1.061188
326,0.000004,330.516134,716.772933,1.064847
327,0.000004,330.252933,715.899422,1.068088
328,0.000004,329.990002,715.027300,1.071103
329,0.000004,329.727339,714.156565,1.074344
330,0.000004,329.464946,713.287213,1.077844
331,0.000004,329.202821,712.419243,1.080993
332,0.000004,328.940965,711.552652,1.084029
333,0.000004,328.679377,710.687438,1.087274
334,0.000004,328.418056,709.823597,1.090495
335,0.000004,328.157003,708.961128,1.093631
336,0.000004,327.896217,708.100028,1.096678
337,0.000004,327.635698,707.240294,1.099883
338,0.000004,327.375446,706.381924,1.103169
339,0.000004,327.115460,705.524916,1.106277
340,0.000004,326.855739,704.669267,1.109339
341,0.000004,326.596285,703.814975,1.112472
342,0.000004,326.337095,702.962036,1.115815
343,0.000004,326.078171,702.110449,1.118965
344,0.000004,325.819512,701.260212,1.122010
345,0.000004,325.561117,700.411321,1.125161
346,0.000004,325.302986,699.563775,1.128303
347,0.000004,325.045119,698.717570,1.131384
348,0.000004,324.787516,697.872705,1.134392
349,0.000004,324.530176,697.029177,1.137420
350,0.000004,324.273099,696.186983,1.140527
351,0.000004,324.016284,695.346122,1.143595
352,0.000004,323.759732,694.506590,1.146610
353,0.000004,323.503442,693.668386,1.149700
354,0.000004,323.247414,692.831507,1.152824
355,0.000004,322.991647,691.995950,1.156025
356,0.000004,322.736142,691.161714,1.159304
357,0.000004,322.480897,690.328795,1.162423
358,0.000004,322.225914,689.497191,1.165730
359,0.000004,321.971190,688.666901,1.169371
360,0.000004,321.716726,687.837921,1.172625
361,0.000004,321.462523,687.010250,1.175758
362,0.000004,321.208578,686.183884,1.178810
363,0.000004,320.954893,685.358822,1.181823
364,0.000004,320.701467,684.535061,1.184840
365,0.000004,320.448299,683.712599,1.187864
366,0.000004,320.195389,682.891433,1.190918
367,0.000004,319.942738,682.071561,1.193950
368,0.000004,319.690344,681.252981,1.197096
369,0.000004,319.438207,680.435691,1.200132
370,0.000004,319.186328,679.619688,1.203140
371,0.000004,318.934706,678.804969,1.206159
372,0.000004,318.683340,677.991533,1.209221
373,0.000004,318.432230,677.179377,1.212337
374,0.000004,318.181376,676.368499,1.215409
375,0.000004,317.930778,675.558897,1.218504
376,0.000004,317.680436,674.750567,1.221592
377,0.000004,317.430348,673.943509,1.224702
378,0.000004,317.180515,673.137719,1.227787
379,0.000004,316.930937,672.333196,1.230876
380,0.000004,316.681613,671.529936,1.233938
381,0.000004,316.432543,670.727939,1.237002
382,0.000004,316.183727,669.927201,1.240052
383,0.000004,315.935164,669.127720,1.243098
384,0.000004,315.686854,668.329494,1.246161
385,0.000004,315.438797,667.532521,1.249267
386,0.000004,315.190993,666.736798,1.252710
387,0.000004,314.943440,665.942324,1.255804
388,0.000004,314.696140,665.149095,1.258827
389,0.000004,314.449091,664.357110,1.261922
390,0.000004,314.202294,663.566367,1.264967
391,0.000004,313.955748,662.776863,1.268016
392,0.000004,313.709453,661.988596,1.271030
393,0.000004,313.463408,661.201563,1.274100
394,0.000004,313.217614,660.415763,1.277131
395,0.000004,312.972069,659.631194,1.280142
396,0.000004,312.726775,658.847852,1.283142
397,0.000004,312.481729,658.065737,1.286227
398,0.000004,312.236933,657.284845,1.289682
399,0.000004,311.992386,656.505175,1.292764
400,0.000004,311.748087,655.726724,1.295788
401,0.000004,311.504037,654.949490,1.298818
402,0.000004,311.260234,654.173471,1.301911
403,0.000004,311.016680,653.398664,1.305101
404,0.000004,310.773373,652.625069,1.308206
405,0.000004,310.530313,651.852681,1.311325
406,0.000004,310.287500,651.081500,1.314515
407,0.000004,310.044933,650.311523,1.317583
408,0.000004,309.802613,649.542748,1.320607
409,0.000004,309.560539,648.775172,1.323615
410,0.000004,309.318711,648.008794,1.326772
411,0.000004,309.077129,647.243612,1.329826
412,0.000004,308.835791,646.479623,1.332833
413,0.000004,308.594699,645.716825,1.335846
414,0.000004,308.353851,644.955215,1.338999
415,0.000004,308.113248,644.194793,1.342032
416,0.000004,307.872889,643.435556,1.345037
417,0.000004,307.632774,642.677501,1.348058
418,0.000004,307.392902,641.920626,1.351124
419,0.000004,307.153274,641.164930,1.354263
420,0.000004,306.913889,640.410410,1.357351
421,0.000004,306.674747,639.657065,1.360444
422,0.000004,306.435847,638.904891,1.363527
423,0.000004,306.197189,638.153888,1.366633
424,0.000004,305.958773,637.404052,1.369689
425,0.000004,305.720600,636.655382,1.372750
426,0.000004,305.482667,635.907875,1.375834
427,0.000004,305.244976,635.161531,1.378987
428,0.000004,305.007525,634.416345,1.382020
429,0.000004,304.770315,633.672317,1.385025
430,0.000004,304.533346,632.929445,1.388029
431,0.000004,304.296617,632.187726,1.391115
432,0.000004,304.060127,631.447158,1.394268
433,0.000004,303.823877,630.707739,1.397352
434,0.000004,303.587866,629.969467,1.400454
435,0.000004,303.352095,629.232341,1.403548
436,0.000004,303.116562,628.496357,1.406692
437,0.000004,302.881267,627.761515,1.409773
438,0.000004,302.646211,627.027811,1.412865
439,0.000004,302.411392,626.295244,1.416003
440,0.000004,302.176812,625.563812,1.419151
441,0.000004,301.942468,624.833513,1.422254
442,0.000004,301.708362,624.104345,1.425348
443,0.000004,301.474493,623.376306,1.428492
444,0.000004,301.240860,622.649393,1.431512
445,0.000004,301.007464,621.923605,1.434521
446,0.000004,300.774303,621.198940,1.437591
447,0.000004,300.541379,620.475396,1.440658
448,0.000004,300.308690,619.752970,1.443763
449,0.000004,300.076236,619.031661,1.446798
450,0.000004,299.844018,618.311467,1.449812
451,0.000004,299.612034,617.592386,1.452829
452,0.000004,299.380284,616.874416,1.455880
453,0.000004,299.148769,616.157554,1.459019
454,0.000004,298.917488,615.441799,1.462088
455,0.000004,298.686440,614.727149,1.465167
456,0.000004,298.455626,614.013603,1.468292
457,0.000004,298.225045,613.301156,1.471416
458,0.000004,297.994698,612.589809,1.474483
459,0.000004,297.764582,611.879559,1.477557
460,0.000004,297.534699,611.170404,1.480638
461,0.000004,297.305049,610.462343,1.483759
462,0.000004,297.075630,609.755372,1.486838
463,0.000004,296.846442,609.049490,1.489924
464,0.000004,296.617487,608.344696,1.493006
465,0.000004,296.388762,607.640988,1.496138
466,0.000004,296.160268,606.938362,1.499305
467,0.000004,295.932004,606.236818,1.502629
468,0.000004,295.703971,605.536354,1.505753
469,0.000004,295.476168,604.836967,1.508946
470,0.000004,295.248595,604.138657,1.511963
471,0.000004,295.021252,603.441420,1.514970
472,0.000004,294.794137,602.745254,1.517993
473,0.000004,294.567252,602.050159,1.522216
474,0.000004,294.340595,601.356132,1.525489
475,0.000004,294.114167,600.663172,1.528534
476,0.000004,293.887968,599.971275,1.531566
477,0.000004,293.661996,599.280441,1.534799
478,0.000004,293.436252,598.590668,1.537817
479,0.000004,293.210736,597.901953,1.540831
480,0.000004,292.985446,597.214295,1.543842
481,0.000004,292.760384,596.527692,1.546951
482,0.000004,292.535549,595.842142,1.550003
483,0.000004,292.310940,595.157643,1.553023
484,0.000004,292.086557,594.474193,1.556045
485,0.000004,291.862400,593.791791,1.559119
486,0.000004,291.638469,593.110435,1.562254
487,0.000004,291.414764,592.430122,1.565267
488,0.000004,291.191283,591.750851,1.568304
489,0.000004,290.968028,591.072620,1.571305
490,0.000004,290.744997,590.395428,1.574318
491,0.000004,290.522191,589.719271,1.577326
492,0.000004,290.299609,589.044149,1.580393
493,0.000004,290.077251,588.370060,1.583409
494,0.000004,289.855117,587.697002,1.586418
495,0.000004,289.633206,587.024973,1.589429
496,0.000004,289.411519,586.353971,1.592505
497,0.000004,289.190054,585.683994,1.595587
498,0.000004,288.968812,585.015041,1.598701
499,0.000004,288.747793,584.347110,1.601776
500,0.000004,288.526996,583.680199,1.604825
501,0.000004,288.306420,583.014306,1.607867
502,0.000004,288.086067,582.349429,1.610920
503,0.000004,287.865935,581.685567,1.614014
504,0.000004,287.646024,581.022718,1.617090
505,0.000004,287.426334,580.360879,1.620154
506,0.000004,287.206865,579.700050,1.623190
507,0.000004,286.987616,579.040228,1.626255
508,0.000004,286.768588,578.381412,1.629305
509,0.000004,286.549780,577.723600,1.632371
510,0.000004,286.331191,577.066790,1.635410
511,0.000004,286.112822,576.410980,1.638476
512,0.000004,285.894672,575.756169,1.641533
513,0.000004,285.676741,575.102354,1.644574
514,0.000004,285.459029,574.449535,1.647618
515,0.000004,285.241536,573.797708,1.650723
516,0.000004,285.024260,573.146874,1.653764
517,0.000004,284.807203,572.497029,1.656817
518,0.000004,284.590364,571.848172,1.659907
519,0.000004,284.373742,571.200301,1.662930
520,0.000004,284.157337,570.553415,1.665971
521,0.000004,283.941150,569.907512,1.668990
522,0.000004,283.725179,569.262590,1.672029
523,0.000004,283.509425,568.618647,1.675082
524,0.000004,283.293887,567.975681,1.678168
525,0.000004,283.078565,567.333692,1.681180
526,0.000004,282.863460,566.692677,1.684386
527,0.000004,282.648569,566.052634,1.687470
528,0.000004,282.433894,565.413562,1.690645
529,0.000004,282.219435,564.775460,1.693684
530,0.000004,282.005190,564.138324,1.696732
531,0.000004,281.791160,563.502154,1.699741
532,0.000004,281.577344,562.866948,1.702812
533,0.000004,281.363742,562.232705,1.705944
534,0.000004,281.150355,561.599421,1.709042
535,0.000004,280.937181,560.967097,1.712169
536,0.000004,280.724220,560.335730,1.715284
537,0.000004,280.511473,559.705318,1.718401
538,0.000004,280.298939,559.075861,1.721488
539,0.000004,280.086617,558.447355,1.724597
540,0.000004,279.874508,557.819800,1.727681
541,0.000004,279.662611,557.193193,1.730804
542,0.000004,279.450927,556.567534,1.733896
543,0.000004,279.239454,555.942820,1.736994
544,0.000004,279.028192,555.319050,1.740089
545,0.000004,278.817142,554.696223,1.743154
546,0.000004,278.606303,554.074335,1.746180
547,0.000004,278.395675,553.453387,1.749206
548,0.000004,278.185258,552.833376,1.752256
549,0.000004,277.975051,552.214300,1.755887
550,0.000004,277.765054,551.596158,1.759015
551,0.000004,277.555267,550.978949,1.762047
552,0.000004,277.345689,550.362670,1.765090
553,0.000004,277.136321,549.747320,1.768138
554,0.000004,276.927162,549.132898,1.771207
555,0.000004,276.718213,548.519401,1.774237
556,0.000004,276.509472,547.906828,1.777255
557,0.000004,276.300939,547.295178,1.780286
558,0.000004,276.092615,546.684449,1.783297
559,0.000004,275.884499,546.074639,1.786316
560,0.000004,275.676591,545.465747,1.789332
561,0.000004,275.468890,544.857771,1.792396
562,0.000004,275.261396,544.250709,1.795434
563,0.000004,275.054110,543.644561,1.798438
564,0.000004,274.847031,543.039323,1.801451
565,0.000004,274.640158,542.434995,1.804501
566,0.000004,274.433492,541.831576,1.807589
567,0.000004,274.227032,541.229063,1.810634
568,0.000004,274.020778,540.627454,1.813682
569,0.000004,273.814729,540.026749,1.816739
570,0.000004,273.608886,539.426946,1.819821
571,0.000004,273.403249,538.828043,1.822894
572,0.000004,273.197816,538.230039,1.825970
573,0.000004,272.992589,537.632931,1.829040
574,0.000004,272.787566,537.036719,1.832126
575,0.000004,272.582747,536.441401,1.835208
576,0.000004,272.378132,535.846976,1.838295
577,0.000004,272.173722,535.253441,1.841387
578,0.000004,271.969515,534.660795,1.844461
579,0.000004,271.765511,534.069037,1.847506
580,0.000004,271.561711,533.478166,1.850515
581,0.000004,271.358114,532.888178,1.853528
582,0.000004,271.154719,532.299074,1.856573
583,0.000004,270.951527,531.710851,1.859696
584,0.000004,270.748538,531.123509,1.862738
585,0.000004,270.545750,530.537044,1.865780
586,0.000004,270.343165,529.951457,1.868836
587,0.000004,270.140781,529.366745,1.871884
588,0.000004,269.938598,528.782907,1.874925
589,0.000004,269.736617,528.199941,1.877965
590,0.000004,269.534837,527.617846,1.881013
591,0.000004,269.333257,527.036620,1.884102
592,0.000004,269.131878,526.456262,1.887151
593,0.000004,268.930699,525.876771,1.890163
594,0.000004,268.729721,525.298144,1.893165
595,0.000004,268.528942,524.720380,1.896208
596,0.000004,268.328363,524.143478,1.899244
597,0.000004,268.127983,523.567436,1.902271
598,0.000004,267.927803,522.992253,1.905297
599,0.000004,267.727821,522.417928,1.908356
600,0.000004,267.528039,521.844458,1.911454
601,0.000004,267.328455,521.271842,1.914498
602,0.000004,267.129069,520.700079,1.917542
603,0.000004,266.929881,520.129168,1.920600
604,0.000004,266.730891,519.559106,1.923710
605,0.000004,266.532099,518.989893,1.926786
606,0.000004,266.333504,518.421526,1.929886
607,0.000004,266.135107,517.854005,1.932937
608,0.000004,265.936906,517.287328,1.935989
609,0.000004,265.738902,516.721494,1.939033
610,0.000004,265.541095,516.156500,1.942080
611,0.000004,265.343484,515.592346,1.945133
612,0.000004,265.146069,515.029030,1.948188
613,0.000004,264.948851,514.466551,1.951237
614,0.000004,264.751828,513.904907,1.954293
615,0.000004,264.555000,513.344097,1.957351
616,0.000004,264.358367,512.784119,1.960411
617,0.000004,264.161930,512.224971,1.963470
618,0.000004,263.965688,511.666654,1.966540
619,0.000004,263.769640,511.109164,1.969590
620,0.000004,263.573786,510.552501,1.972642
621,0.000004,263.378127,509.996663,1.975754
622,0.000004,263.182661,509.441648,1.978803
623,0.000004,262.987390,508.887456,1.981812
624,0.000004,262.792311,508.334085,1.984829
625,0.000004,262.597427,507.781533,1.987890
626,0.000004,262.402735,507.229799,1.990986
627,0.000004,262.208236,506.678882,1.994071
628,0.000004,262.013930,506.128780,1.997190
629,0.000004,261.819816,505.579492,2.000283
630,0.000004,261.625894,505.031016,2.003621
