Iteration,gradnorm,objective,time,two_loop_time,grad_time
134,243.654875,720.079156,0.007819,0.000001,0.000019
135,266.281804,719.967168,0.007881,0.000001,0.000019
136,497.083931,719.474155,0.007928,0.000001,0.000020
137,177.708940,719.128132,0.007972,0.000001,0.000018
138,1931.980156,719.688809,0.008019,0.000000,0.000021
139,232.570456,718.859842,0.008073,0.000001,0.000018
140,174.720276,718.829803,0.008118,0.000001,0.000018
141,224.381948,718.772803,0.008160,0.000000,0.000019
142,343.246842,718.662250,0.008243,0.000001,0.000056
143,557.153121,718.275928,0.008385,0.000001,0.000018
144,624.251595,717.561983,0.008431,0.000001,0.000019
145,22393.611537,797.261971,0.008479,0.000001,0.000018
146,1317.170910,715.832649,0.008587,0.000001,0.000046
147,1047.910143,714.935988,0.008632,0.000000,0.000018
148,514.709321,711.522382,0.008733,0.000000,0.000075
149,523.936332,710.254026,0.008797,0.000000,0.000020
150,293.032508,701.518075,0.008844,0.000000,0.000021
151,457.613191,700.878877,0.008891,0.000001,0.000021
152,1984.889792,701.547937,0.008937,0.000000,0.000021
153,236.042256,700.794609,0.008982,0.000000,0.000021
154,213.649925,700.770697,0.009025,0.000000,0.000020
155,488.554180,700.435279,0.009094,0.000001,0.000020
156,562.912719,700.266888,0.009141,0.000001,0.000020
157,854.707293,698.556716,0.009186,0.000000,0.000020
158,840.520364,698.181054,0.009229,0.000000,0.000018
159,222.122261,696.656497,0.009288,0.000001,0.000034
160,4288.595138,699.619848,0.009410,0.000001,0.000060
161,288.830090,696.330131,0.009479,0.000001,0.000018
162,175.922659,696.298716,0.009526,0.000000,0.000021
163,105.251314,696.266067,0.009574,0.000000,0.000020
164,160.086151,696.233932,0.009617,0.000000,0.000019
165,195.109764,696.113425,0.009661,0.000000,0.000020
166,54.295995,695.986929,0.009704,0.000000,0.000018
167,486.509468,695.990746,0.009745,0.000000,0.000018
168,55.631001,695.937856,0.009789,0.000001,0.000020
169,51.206091,695.935429,0.009835,0.000001,0.000020
170,38.374786,695.888121,0.009880,0.000000,0.000019
171,307.142155,696.309332,0.009923,0.000000,0.000019
172,59.038577,695.796094,0.009969,0.000000,0.000020
173,49.236432,695.772239,0.010023,0.000001,0.000028
174,4237.784606,698.802799,0.010067,0.000001,0.000019
175,85.577093,695.677654,0.010116,0.000000,0.000021
176,65.232024,695.669072,0.010163,0.000000,0.000020
177,63.563029,695.649910,0.010208,0.000000,0.000019
178,100.487775,695.578796,0.010270,0.000001,0.000033
179,117.001988,695.497913,0.010398,0.000001,0.000042
180,103.480059,695.430229,0.010454,0.000000,0.000018
181,265.083633,695.345067,0.010501,0.000000,0.000021
182,1824.299959,695.915220,0.010549,0.000000,0.000020
183,63.738136,695.238372,0.010606,0.000000,0.000021
184,34.527851,695.217227,0.010650,0.000000,0.000018
185,58.141287,695.182061,0.010694,0.000000,0.000018
186,43.897949,695.155443,0.010740,0.000000,0.000018
187,78.297452,695.065694,0.010786,0.000000,0.000021
188,306.313084,694.931514,0.010832,0.000000,0.000019
189,684.166140,694.885358,0.010876,0.000000,0.000019
190,202.817860,694.675294,0.010921,0.000000,0.000019
191,235.723783,694.501863,0.010975,0.000001,0.000018
192,222.045586,694.470578,0.011020,0.000000,0.000019
193,1092.891426,694.358480,0.011062,0.000001,0.000018
194,477.149329,694.129122,0.011107,0.000000,0.000019
195,89.123013,694.017007,0.011152,0.000000,0.000019
196,176.621853,693.989233,0.011196,0.000000,0.000018
197,179.420117,693.957689,0.011389,0.000001,0.000046
198,490.573325,705.239604,0.011451,0.000000,0.000019
199,1489.100698,694.244472,0.011499,0.000000,0.000021
200,4533.020004,697.441750,0.011542,0.000001,0.000018
201,249.969947,693.700146,0.011589,0.000000,0.000021
202,226.893894,693.663059,0.011633,0.000000,0.000019
203,114.989107,693.462687,0.011679,0.000001,0.000021
204,207.648630,693.372358,0.011730,0.000000,0.000023
205,460.622188,693.222524,0.011783,0.000000,0.000023
206,446.172766,693.085707,0.011830,0.000000,0.000020
207,20628.063205,775.421520,0.011876,0.000001,0.000019
208,123.993847,693.007361,0.011924,0.000000,0.000020
209,102.508748,692.993047,0.011982,0.000001,0.000029
210,93.206231,692.937552,0.012057,0.000001,0.000030
211,135.365530,692.892561,0.012127,0.000001,0.000030
212,224.850002,692.751664,0.012197,0.000001,0.000030
213,278.168787,692.533311,0.012424,0.000001,0.000040
214,1134.682424,692.373220,0.012526,0.000001,0.000028
215,312.811959,691.786180,0.012598,0.000001,0.000029
216,315.271947,691.244356,0.012676,0.000001,0.000035
217,436.587815,690.551689,0.012770,0.000001,0.000033
218,1027.292863,691.165465,0.012848,0.000001,0.000032
219,280.619521,690.067347,0.012920,0.000000,0.000033
220,1050.606872,690.087320,0.013038,0.000000,0.000027
221,202.977462,689.834294,0.013133,0.000000,0.000030
222,155.781777,689.804212,0.013203,0.000001,0.000030
223,442.459249,689.714126,0.013294,0.000000,0.000054
224,703.084090,689.598615,0.013396,0.000001,0.000031
225,944.975801,689.342168,0.013468,0.000001,0.000031
226,734.719166,689.077684,0.013538,0.000001,0.000029
227,115.603771,688.959988,0.013608,0.000000,0.000030
228,67.956333,688.954400,0.013662,0.000000,0.000018
229,124.722814,688.948049,0.013709,0.000000,0.000019
230,233.676071,688.934846,0.013753,0.000000,0.000018
231,369.199383,688.906357,0.013793,0.000000,0.000018
232,419.373896,688.863736,0.013845,0.000000,0.000017
233,170.507336,688.784119,0.013885,0.000001,0.000018
234,96.272679,688.772389,0.013927,0.000000,0.000018
235,258.181255,688.734404,0.013968,0.000001,0.000018
236,329.001240,688.711815,0.014009,0.000000,0.000018
237,435.201089,688.595073,0.014052,0.000001,0.000020
238,504.005898,688.538523,0.014093,0.000000,0.000018
239,1688.666039,689.086733,0.014138,0.000000,0.000020
240,76.703911,688.455888,0.014184,0.000000,0.000020
241,58.975862,688.440550,0.014234,0.000000,0.000021
242,62.176119,688.349782,0.014349,0.000001,0.000023
243,69.006708,688.292176,0.014414,0.000001,0.000025
244,9938.682647,732.471540,0.014467,0.000000,0.000020
245,405.075773,687.539244,0.014531,0.000001,0.000028
246,190.251010,687.409620,0.014597,0.000000,0.000027
247,161.862877,687.331371,0.014673,0.000000,0.000034
248,1273.308664,688.660609,0.014744,0.000000,0.000030
249,95.477604,687.146322,0.014808,0.000000,0.000028
250,70.537418,687.135206,0.014922,0.000000,0.000075
251,228.199316,687.055808,0.015046,0.000002,0.000045
252,155.770821,687.046664,0.015173,0.000000,0.000027
253,46.292930,687.028405,0.015240,0.000001,0.000028
254,51.305668,687.024624,0.015397,0.000001,0.000049
255,319.722644,686.977503,0.015527,0.000001,0.000029
256,107.539447,686.956105,0.015748,0.000001,0.000184
257,24.488853,686.949789,0.015870,0.000001,0.000029
258,25.214242,686.948387,0.015947,0.000000,0.000032
259,26.912949,686.946802,0.016016,0.000001,0.000028
260,20.406687,686.936829,0.016083,0.000000,0.000028
261,88.914199,686.930680,0.016148,0.000001,0.000025
262,148.526364,686.929842,0.016193,0.000000,0.000018
263,44.275902,686.925562,0.016236,0.000000,0.000019
264,28.017063,686.924120,0.016280,0.000000,0.000019
265,20.897863,686.919565,0.016328,0.000001,0.000021
266,26.215529,686.914412,0.016376,0.000000,0.000021
267,82.422197,686.920865,0.016425,0.000000,0.000021
268,258.249652,686.917160,0.016474,0.000001,0.000020
269,14.271799,686.902735,0.016523,0.000000,0.000022
270,13.387811,686.902271,0.016570,0.000000,0.000021
271,199.724915,686.990351,0.016624,0.000000,0.000024
272,20.509723,686.900382,0.016673,0.000000,0.000021
273,15.736666,686.898990,0.016721,0.000000,0.000022
274,39.754704,686.884089,0.016771,0.000000,0.000021
275,183.586955,686.878131,0.016820,0.000000,0.000022
276,153.175816,686.865129,0.016872,0.000000,0.000022
277,118.378049,686.713963,0.016920,0.000001,0.000021
278,219.858627,686.582262,0.016967,0.000000,0.000021
279,157.316494,686.486674,0.017017,0.000000,0.000023
280,551.676258,686.707552,0.017064,0.000000,0.000021
281,157.735182,686.457849,0.017124,0.000000,0.000019
282,111.777522,686.452852,0.017171,0.000001,0.000019
283,41.630352,686.448065,0.017229,0.000001,0.000033
284,30.334167,686.445216,0.017290,0.000001,0.000021
285,93.244483,686.433004,0.017338,0.000000,0.000020
286,184.434107,686.412226,0.017398,0.000001,0.000020
287,243.387370,686.379066,0.017462,0.000000,0.000023
288,116.550311,686.369540,0.017512,0.000001,0.000020
289,90.617649,686.344129,0.017561,0.000001,0.000020
290,68.476016,686.335778,0.017609,0.000001,0.000022
291,111.498144,686.320515,0.017659,0.000001,0.000022
292,276.220877,686.301412,0.017709,0.000001,0.000023
293,102.840185,686.283112,0.017757,0.000000,0.000022
294,27.360513,686.275444,0.017820,0.000001,0.000033
295,28.868324,686.273065,0.017873,0.000001,0.000022
296,37.869308,686.270931,0.017925,0.000000,0.000023
297,173.220401,686.252822,0.017994,0.000001,0.000023
298,159.540896,686.232362,0.018046,0.000001,0.000020
299,2143.522950,687.970875,0.018096,0.000000,0.000023
300,37.613793,686.201075,0.018139,0.000000,0.000018
301,40.195485,686.193332,0.018180,0.000000,0.000018
302,1313.500793,686.897805,0.018226,0.000000,0.000021
303,41.529412,686.170118,0.018269,0.000000,0.000018
304,31.420956,686.168866,0.018315,0.000000,0.000022
305,42.000260,686.165381,0.018356,0.000001,0.000018
306,29.008759,686.161664,0.018396,0.000000,0.000017
307,269.599137,686.167590,0.018439,0.000001,0.000017
308,90.917108,686.149098,0.018481,0.000000,0.000017
309,29.863438,686.140318,0.018526,0.000000,0.000020
310,102.114471,686.125115,0.018576,0.000000,0.000018
311,73.723304,686.119213,0.018618,0.000001,0.000017
312,114.632287,686.124999,0.018659,0.000000,0.000018
313,302.126086,686.121431,0.018707,0.000000,0.000024
314,83.476401,686.108108,0.018749,0.000000,0.000017
315,57.156742,686.105432,0.018792,0.000001,0.000019
316,110.691937,686.084879,0.018841,0.000000,0.000024
317,154.776585,686.073216,0.018895,0.000000,0.000020
318,201.929409,686.056008,0.018944,0.000000,0.000022
319,178.449151,686.019614,0.018991,0.000000,0.000022
320,118.174168,685.948292,0.019038,0.000000,0.000021
321,197.315257,685.878404,0.019081,0.000001,0.000020
322,100.864483,685.791248,0.019124,0.000001,0.000018
323,81.702889,685.745350,0.019168,0.000001,0.000020
324,475.242172,685.787645,0.019211,0.000001,0.000019
325,105.038414,685.698498,0.019264,0.000000,0.000018
326,52.337765,685.690898,0.019313,0.000004,0.000021
327,153.832076,685.682313,0.019359,0.000001,0.000020
328,250.493554,685.669223,0.019409,0.000001,0.000022
329,374.156599,685.634619,0.019456,0.000001,0.000020
330,357.424062,685.588772,0.019504,0.000001,0.000021
331,270.770080,685.554616,0.019551,0.000001,0.000021
332,52.058145,685.506387,0.019598,0.000000,0.000022
333,60.929785,685.498097,0.019644,0.000000,0.000021
334,289.931818,685.430998,0.019692,0.000000,0.000021
335,122.609612,685.343078,0.019738,0.000001,0.000021
336,108.128989,685.188470,0.019782,0.000001,0.000019
337,48.038499,685.154215,0.019828,0.000000,0.000022
338,80.167791,685.140218,0.019873,0.000001,0.000021
339,37.508600,685.131112,0.019920,0.000000,0.000023
340,59.607194,685.123970,0.019969,0.000000,0.000021
341,75.434231,685.107816,0.020016,0.000000,0.000023
342,44.975069,685.082646,0.020064,0.000000,0.000023
343,49.525501,685.048382,0.020112,0.000000,0.000022
344,35.110706,685.019516,0.020158,0.000000,0.000020
345,198.706625,685.005964,0.020305,0.000001,0.000019
346,175.922463,684.980101,0.020355,0.000000,0.000022
347,114.544091,684.896930,0.020400,0.000000,0.000019
348,462.230557,684.823597,0.020449,0.000001,0.000021
349,169.438852,684.723765,0.020498,0.000000,0.000021
350,66.493771,684.648924,0.020542,0.000001,0.000018
351,56.027702,684.629699,0.020589,0.000001,0.000021
352,188.981211,684.598097,0.020639,0.000001,0.000021
353,57.128562,684.583471,0.020687,0.000001,0.000022
354,123.157205,684.573892,0.020733,0.000001,0.000019
355,173.997463,684.564384,0.020779,0.000000,0.000019
356,231.580175,684.530388,0.020823,0.000000,0.000019
357,40.698379,684.509032,0.020868,0.000000,0.000020
358,24.050407,684.508052,0.020913,0.000001,0.000020
359,23.115558,684.506448,0.020959,0.000000,0.000021
360,27.867105,684.504410,0.021007,0.000000,0.000021
361,407.307466,684.534576,0.021054,0.000001,0.000021
362,69.006191,684.499291,0.021102,0.000001,0.000023
363,32.941751,684.497222,0.021148,0.000000,0.000020
364,60.772321,684.493612,0.021193,0.000000,0.000020
365,84.799027,684.491783,0.021236,0.000001,0.000020
366,172.186813,684.480993,0.021280,0.000001,0.000019
367,208.466738,684.468082,0.021330,0.000000,0.000020
368,62.976024,684.456171,0.021373,0.000000,0.000018
369,50.199390,684.443554,0.021432,0.000000,0.000019
370,36.187765,684.436084,0.021477,0.000000,0.000020
371,405.669788,684.473825,0.021519,0.000000,0.000018
372,30.711477,684.421459,0.021571,0.000001,0.000020
373,15.337929,684.420235,0.021617,0.000000,0.000021
374,16.329141,684.419268,0.021667,0.000000,0.000023
375,13.912057,684.417524,0.021716,0.000000,0.000020
376,392.901791,684.487599,0.021764,0.000000,0.000022
377,17.241565,684.414520,0.021815,0.000001,0.000022
378,13.793534,684.414285,0.021862,0.000001,0.000019
379,25.842476,684.413796,0.021907,0.000000,0.000019
380,37.569972,684.412836,0.021953,0.000000,0.000021
381,26.304922,684.411234,0.022010,0.000000,0.000029
382,33.674662,684.408552,0.022056,0.000000,0.000019
383,347.625861,684.425787,0.022101,0.000000,0.000019
384,65.827705,684.401801,0.022147,0.000001,0.000019
385,31.854883,684.398327,0.022195,0.000000,0.000020
386,36.349254,684.392864,0.022241,0.000001,0.000021
387,44.541204,684.388684,0.022286,0.000000,0.000018
388,204.489281,684.334753,0.022329,0.000000,0.000018
389,156.205037,684.285481,0.022380,0.000000,0.000020
390,1011.457802,684.427715,0.022426,0.000001,0.000020
391,158.748825,684.245291,0.022472,0.000000,0.000020
392,52.832048,684.229724,0.022514,0.000000,0.000019
393,59.852181,684.218326,0.022556,0.000001,0.000018
394,59.583758,684.216012,0.022596,0.000001,0.000017
395,514.655906,685.148305,0.022638,0.000000,0.000019
396,22.202263,684.205862,0.022680,0.000000,0.000018
397,235.384137,684.212607,0.022735,0.000000,0.000020
398,36.300420,684.204211,0.022779,0.000000,0.000020
399,25.515605,684.203745,0.022826,0.000000,0.000021
400,17.366623,684.202585,0.022873,0.000000,0.000019
401,19.557970,684.201734,0.022921,0.000001,0.000021
402,64.704203,684.187890,0.022966,0.000001,0.000019
403,64.278760,684.177684,0.023016,0.000000,0.000022
404,512.247392,684.188968,0.023061,0.000000,0.000019
405,110.900523,684.150252,0.023104,0.000000,0.000020
406,25.127559,684.144526,0.023149,0.000001,0.000020
407,13.332931,684.142158,0.023195,0.000001,0.000021
408,10.238787,684.141680,0.023243,0.000001,0.000021
409,11.846635,684.140292,0.023302,0.000001,0.000019
410,15.810454,684.137612,0.023349,0.000000,0.000020
411,191.642976,684.135395,0.023399,0.000001,0.000019
412,35.461369,684.127403,0.023456,0.000000,0.000019
413,9.971617,684.124505,0.023504,0.000001,0.000019
414,22.240668,684.121885,0.023551,0.000000,0.000021
415,16.602056,684.120562,0.023599,0.000000,0.000022
416,45.965988,684.130901,0.023648,0.000000,0.000022
417,30.460642,684.118478,0.023698,0.000001,0.000022
418,3442.989966,686.366731,0.023762,0.000001,0.000037
419,8.304206,684.117889,0.023818,0.000000,0.000019
420,8.176819,684.117778,0.023864,0.000000,0.000019
421,102.120762,684.062894,0.023913,0.000000,0.000021
422,78.153633,684.036705,0.023966,0.000000,0.000018
423,108.737955,684.015620,0.024015,0.000000,0.000023
424,15.371586,683.998787,0.024062,0.000000,0.000021
425,10.457546,683.997785,0.024107,0.000001,0.000019
426,225.459027,684.003216,0.024156,0.000000,0.000022
427,43.427451,683.995429,0.024202,0.000001,0.000019
428,22.359517,683.994383,0.024250,0.000000,0.000021
429,23.238168,683.992402,0.024296,0.000001,0.000021
430,19.100265,683.991352,0.024342,0.000000,0.000019
431,15.451666,683.988212,0.024392,0.000001,0.000022
432,48.883052,684.003161,0.024438,0.000000,0.000019
433,171.414384,683.990095,0.024488,0.000001,0.000023
434,95.369103,683.987619,0.024551,0.000000,0.000019
435,7.235568,683.985051,0.024598,0.000000,0.000019
436,9.052097,683.984980,0.024644,0.000000,0.000020
437,42.607733,683.983522,0.024692,0.000000,0.000022
438,46.402563,683.982524,0.024738,0.000000,0.000019
439,43.071743,683.986461,0.024784,0.000001,0.000020
440,63.836651,683.974258,0.024831,0.000001,0.000019
441,43.565773,683.968592,0.024876,0.000001,0.000019
442,455.904331,683.985127,0.024920,0.000000,0.000019
443,98.118817,683.954621,0.024967,0.000001,0.000021
444,30.380616,683.947944,0.025012,0.000000,0.000019
445,54.129039,683.938873,0.025059,0.000001,0.000021
446,45.583881,683.935221,0.025107,0.000000,0.000019
447,41.604656,683.919720,0.025150,0.000000,0.000019
448,30.223674,683.903048,0.025198,0.000000,0.000022
449,42.009833,683.894862,0.025257,0.000000,0.000020
450,629.095033,683.960925,0.025302,0.000001,0.000018
451,23.940349,683.891420,0.025348,0.000000,0.000021
452,22.950047,683.890703,0.025403,0.000000,0.000019
453,103.046003,683.872614,0.025447,0.000001,0.000018
454,87.391311,683.846529,0.025498,0.000000,0.000019
455,70.493491,683.765432,0.025552,0.000001,0.000018
456,81.672980,683.676201,0.025597,0.000000,0.000019
457,1318.615477,683.647942,0.025747,0.000001,0.000019
458,305.213762,683.259067,0.025813,0.000000,0.000020
459,113.143983,683.084253,0.025860,0.000000,0.000020
460,170.258505,682.955776,0.025906,0.000001,0.000019
461,67.040453,682.923536,0.025950,0.000000,0.000019
462,235.968657,682.879783,0.025997,0.000001,0.000021
463,400.033131,682.835906,0.026042,0.000000,0.000018
464,643.677787,682.678048,0.026096,0.000000,0.000028
465,492.927426,682.486926,0.026238,0.000000,0.000028
466,2069.547111,683.430937,0.026318,0.000001,0.000043
467,317.751411,682.284471,0.026408,0.000001,0.000029
468,129.361300,682.253029,0.026519,0.000000,0.000028
469,120.035316,682.237646,0.026603,0.000001,0.000028
470,155.147482,682.226042,0.026833,0.000000,0.000190
471,257.324924,682.162883,0.027080,0.000003,0.000077
472,187.833515,682.107966,0.027170,0.000001,0.000029
473,557.911019,682.067207,0.027235,0.000001,0.000028
474,117.547405,681.986303,0.027323,0.000000,0.000050
475,173.424620,681.957979,0.027394,0.000000,0.000032
476,210.910205,681.908273,0.027461,0.000001,0.000029
477,111.845711,681.844605,0.027536,0.000001,0.000034
478,105.398447,681.964422,0.027621,0.000001,0.000038
479,204.206728,682.135706,0.027898,0.000003,0.000065
480,4788.726372,685.778737,0.028203,0.000002,0.000100
481,54.547948,681.711985,0.028440,0.000001,0.000057
482,48.431853,681.710456,0.028642,0.000001,0.000028
483,61.670507,681.706723,0.028725,0.000001,0.000028
484,34.051802,681.694427,0.028793,0.000001,0.000028
485,35.455449,681.680900,0.028870,0.000001,0.000029
486,107.238389,681.634584,0.028962,0.000000,0.000031
487,342.472729,681.618612,0.029043,0.000001,0.000035
488,100.188801,681.555219,0.029147,0.000001,0.000032
489,145.312025,681.523507,0.029216,0.000001,0.000028
490,174.897229,681.457730,0.029352,0.000000,0.000030
491,516.490551,682.173428,0.029423,0.000001,0.000029
492,97.063558,681.337753,0.029491,0.000000,0.000028
493,103.727879,681.330007,0.029560,0.000000,0.000032
494,3914.721446,684.208950,0.029628,0.000001,0.000028
495,11.539108,681.325432,0.029697,0.000000,0.000028
496,11.603064,681.325377,0.029782,0.000000,0.000028
497,18.505908,681.321831,0.029847,0.000001,0.000028
498,22.497586,681.313404,0.029913,0.000001,0.000028
499,54.256652,681.297609,0.029977,0.000001,0.000028
500,107.208547,681.246974,0.030042,0.000000,0.000028
501,417.651547,681.179322,0.030108,0.000001,0.000030
502,158.664465,681.024359,0.030174,0.000000,0.000030
503,346.300090,680.823642,0.030294,0.000000,0.000081
504,292.925856,680.597294,0.030410,0.000001,0.000029
505,88.742343,680.451860,0.030478,0.000001,0.000028
506,65.643884,680.417943,0.030544,0.000001,0.000028
507,63.143320,680.401106,0.030608,0.000000,0.000027
508,592.163765,680.412655,0.030674,0.000000,0.000028
509,186.482616,680.352453,0.030741,0.000001,0.000030
510,75.750624,680.312985,0.030808,0.000001,0.000030
511,281.696564,680.239611,0.030876,0.000001,0.000028
512,245.612843,680.207216,0.030944,0.000000,0.000029
513,175.562554,680.502906,0.031012,0.000001,0.000030
