Iteration,gradnorm,objective,time,two_loop_time,grad_time
1,42819177673477.000000,304180962055436632064.000000,0.000010,0.000000,0.000004
2,154216.418521,151361.960088,0.000060,0.000001,0.000001
3,150156.872492,143574.560608,0.000067,0.000000,0.000001
4,3825.140782,1195.297957,0.000076,0.000001,0.000001
5,2915.478643,1032.753409,0.000082,0.000000,0.000001
6,0.003190,809.043014,0.000088,0.000000,0.000001
7,0.000000,809.043014,0.000094,0.000000,0.000002
